timestamp,m1_speed_baseband,m1_speed_am_demodulated,o7_valve_baseband,o7_valve_am_demodulated,o8_compressor_baseband,o8_compressor_am_demodulated,current_task_baseband,current_task_am_demodulated,current_task_duration_baseband,current_task_duration_am_demodulated,current_sub_task_baseband,current_sub_task_am_demodulated,i1_light_barrier_baseband,i1_light_barrier_am_demodulated,i3_light_barrier_baseband,i3_light_barrier_am_demodulated,i2_color_sensor_baseband,i2_color_sensor_am_demodulated,i6_light_barrier_baseband,i6_light_barrier_am_demodulated,i7_light_barrier_baseband,i7_light_barrier_am_demodulated,i8_light_barrier_baseband,i8_light_barrier_am_demodulated,o5_valve_baseband,o5_valve_am_demodulated,current_state_binary
2023-02-06 14:08:58,0.371442,0.590381,0.0,0.477494,0.151421,0.561903,0.0,0.444514,0.089556,0.559694,0.0,0.461989,0.0,0.45929,0.0,0.481477,0.875622,0.807289,0.0,0.451887,0.0,0.456144,0.0,0.443009,0.0,0.484911,1
2023-02-06 14:09:00,0.682692,0.707105,0.0,0.478412,0.151421,0.561719,0.0,0.444875,0.089556,0.559534,0.0,0.463983,0.0,0.461367,0.0,0.485216,0.875622,0.803653,0.0,0.451497,0.0,0.45733,0.0,0.443838,0.0,0.485976,1
2023-02-06 14:09:02,0.9174,0.7722,0.0,0.464302,0.151421,0.545528,0.0,0.431248,0.089556,0.542754,0.0,0.45149,0.0,0.44903,0.0,0.473944,0.875622,0.784167,0.0,0.436731,0.0,0.444171,0.0,0.430719,0.0,0.471785,1
2023-02-06 14:09:04,0.989141,0.788999,0.0,0.449994,0.151421,0.528356,0.0,0.42001,0.089556,0.525262,0.0,0.438144,0.0,0.435495,0.0,0.457193,0.875622,0.762791,0.0,0.419121,0.0,0.430246,0.0,0.417483,0.0,0.457278,1
2023-02-06 14:09:06,0.94218,0.813774,0.0,0.472538,0.151421,0.553725,0.0,0.438662,0.089556,0.551207,0.0,0.460105,0.0,0.45762,0.0,0.483889,0.879353,0.790712,0.0,0.443738,0.0,0.452216,0.0,0.43834,0.0,0.480226,1
2023-02-06 14:09:08,0.88664,0.815478,0.0,0.48143,0.151421,0.562971,0.0,0.448655,0.089556,0.561012,0.0,0.467972,0.0,0.465203,0.0,0.488765,0.875622,0.799574,0.0,0.450917,0.0,0.460264,0.0,0.44664,0.0,0.489146,1
2023-02-06 14:09:10,0.88664,0.883765,0.0,0.534709,0.151421,0.621249,0.0,0.497276,0.089556,0.621343,0.0,0.518569,0.0,0.515648,0.0,0.542217,0.875622,0.861402,0.0,0.504555,0.0,0.511134,0.0,0.496068,0.0,0.54316,1
2023-02-06 14:09:12,0.921006,0.864473,0.0,0.506205,0.151421,0.592771,0.0,0.469619,0.089556,0.591781,0.0,0.489757,0.0,0.487173,0.0,0.512869,0.875622,0.837831,0.0,0.481521,0.0,0.483844,0.0,0.469621,0.0,0.51409,1
2023-02-06 14:09:14,0.938335,0.82805,0.0,0.466865,0.151421,0.551065,0.0,0.434864,0.089556,0.548607,0.0,0.45095,0.0,0.448341,0.0,0.468814,0.875622,0.797978,0.0,0.442761,0.0,0.445787,0.0,0.433182,0.0,0.474028,1
2023-02-06 14:09:16,0.924023,0.855796,0.0,0.492822,0.151421,0.579757,0.0,0.456699,0.089556,0.578104,0.0,0.476287,0.0,0.473887,0.0,0.499081,0.875622,0.828943,0.0,0.470471,0.0,0.47103,0.0,0.457209,0.0,0.500446,1
2023-02-06 14:09:18,0.904763,0.775457,0.0,0.429724,0.151421,0.511072,0.0,0.4,0.089556,0.50707,0.0,0.415676,0.0,0.413303,0.0,0.433096,0.879353,0.758751,0.0,0.406851,0.0,0.410493,0.0,0.398704,0.0,0.43639,1
2023-02-06 14:09:20,0.904763,0.777998,0.0,0.433734,0.151421,0.514439,0.0,0.403191,0.089556,0.510543,0.0,0.420502,0.0,0.418153,0.0,0.439835,0.879353,0.759223,0.0,0.409802,0.0,0.414613,0.0,0.402388,0.0,0.440576,1
2023-02-06 14:09:22,0.918172,0.804908,0.0,0.455035,0.151421,0.536051,0.0,0.422737,0.089556,0.532808,0.0,0.442368,0.0,0.439883,0.0,0.46424,0.875622,0.776843,0.0,0.42812,0.0,0.435272,0.0,0.42211,0.0,0.462355,1
2023-02-06 14:09:24,0.925074,0.785995,0.0,0.439115,0.151421,0.517365,0.0,0.409923,0.089556,0.513624,0.0,0.427511,0.0,0.424741,0.0,0.44608,0.875622,0.754283,0.0,0.409024,0.0,0.419834,0.0,0.407369,0.0,0.446224,1
2023-02-06 14:09:26,0.91935,0.84347,0.0,0.48914,0.151421,0.571499,0.0,0.454192,0.089556,0.569507,0.0,0.476238,0.0,0.47355,0.0,0.500834,0.879353,0.80967,0.0,0.459299,0.0,0.468086,0.0,0.453716,0.0,0.497092,1
2023-02-06 14:09:28,0.911715,0.839451,0.0,0.486245,0.151421,0.568394,0.0,0.453172,0.089556,0.566486,0.0,0.472615,0.0,0.469705,0.0,0.493611,0.875622,0.805506,0.0,0.455497,0.0,0.464861,0.0,0.451095,0.0,0.494038,1
2023-02-06 14:09:30,0.911715,0.847776,0.0,0.490664,0.151421,0.574643,0.0,0.456276,0.089556,0.572951,0.0,0.475893,0.0,0.47321,0.0,0.497696,0.870647,0.813548,0.0,0.462973,0.0,0.469046,0.0,0.455203,0.0,0.498424,1
2023-02-06 14:09:32,0.916781,0.870556,0.0,0.50661,0.151421,0.593098,0.0,0.470032,0.089556,0.592139,0.0,0.490262,0.0,0.487788,0.0,0.513359,0.875622,0.836381,0.0,0.4816,0.0,0.484242,0.0,0.47001,0.0,0.51451,1
2023-02-06 14:09:34,0.919295,0.826938,0.0,0.467337,0.151421,0.551279,0.0,0.435206,0.089556,0.548993,0.0,0.45142,0.0,0.448924,0.0,0.469274,0.875622,0.79623,0.0,0.443256,0.0,0.44625,0.0,0.433646,0.0,0.474512,1
2023-02-06 14:09:36,0.917299,0.828823,0.0,0.468202,0.151421,0.553352,0.0,0.43369,0.089556,0.550907,0.0,0.452397,0.0,0.450333,0.0,0.474148,0.873134,0.800526,0.0,0.447351,0.0,0.447503,0.0,0.434388,0.0,0.475431,1
2023-02-06 14:09:38,0.914761,0.823497,0.0,0.466245,0.151421,0.549628,0.0,0.433939,0.089556,0.547174,0.0,0.451061,0.0,0.448561,0.0,0.469976,0.879353,0.795116,0.0,0.441374,0.0,0.445396,0.0,0.432604,0.0,0.473485,1
2023-02-06 14:09:40,0.914761,0.814962,0.0,0.460528,0.151421,0.542791,0.0,0.42824,0.089556,0.539891,0.0,0.446631,0.0,0.444112,0.0,0.467074,0.875622,0.785188,0.0,0.434633,0.0,0.440233,0.0,0.427245,0.0,0.467808,1
2023-02-06 14:09:42,0.916297,0.794104,0.0,0.443804,0.151421,0.524279,0.0,0.412315,0.089556,0.520476,0.0,0.431556,0.0,0.429059,0.0,0.453101,0.875622,0.765116,0.0,0.417388,0.0,0.424554,0.0,0.411671,0.0,0.450954,1
2023-02-06 14:09:44,0.91704,0.78514,0.0,0.437699,0.151421,0.516308,0.0,0.408729,0.089556,0.512279,0.0,0.426154,0.0,0.423178,0.0,0.444607,0.879353,0.756255,0.0,0.407554,0.0,0.418473,0.0,0.406035,0.0,0.444793,1
2023-02-06 14:09:46,0.916442,0.822961,0.0,0.469894,0.151421,0.551436,0.0,0.4364,0.089556,0.548536,0.0,0.457499,0.0,0.454802,0.0,0.481204,0.879353,0.791312,0.0,0.441167,0.0,0.449662,0.0,0.435838,0.0,0.47753,1
2023-02-06 14:09:48,0.915621,0.792819,0.0,0.443563,0.151421,0.523401,0.0,0.413446,0.089556,0.519738,0.0,0.431115,0.0,0.428335,0.0,0.450249,0.875622,0.7636,0.0,0.415499,0.0,0.42405,0.0,0.411486,0.0,0.450673,1
2023-02-06 14:09:50,0.915621,0.833695,0.0,0.476449,0.151421,0.559607,0.0,0.443051,0.089556,0.557342,0.0,0.462103,0.0,0.459496,0.0,0.483287,0.875622,0.801497,0.0,0.449571,0.0,0.455458,0.0,0.442015,0.0,0.483984,1
2023-02-06 14:09:52,0.915621,0.890738,0.0,0.524275,0.151421,0.611537,0.0,0.486367,0.089556,0.611433,0.0,0.507378,0.0,0.504961,0.0,0.531299,0.875622,0.853752,0.0,0.498387,0.0,0.501133,0.0,0.486413,0.0,0.532449,1
2023-02-06 14:09:54,0.915621,0.83495,0.0,0.475665,0.151421,0.559745,0.0,0.442863,0.089556,0.557981,0.0,0.459492,0.0,0.45707,0.0,0.477635,0.875622,0.803409,0.0,0.451195,0.0,0.454217,0.0,0.441399,0.0,0.482973,1
2023-02-06 14:09:56,0.915621,0.843062,0.0,0.481033,0.151421,0.566636,0.0,0.445541,0.089556,0.564858,0.0,0.464873,0.0,0.462953,0.0,0.48722,0.875622,0.810676,0.0,0.459447,0.0,0.459778,0.0,0.446313,0.0,0.488464,1
2023-02-06 14:09:58,0.915621,0.840741,0.0,0.480992,0.151421,0.565108,0.0,0.447591,0.089556,0.563311,0.0,0.465405,0.0,0.462895,0.0,0.484984,0.870647,0.806543,0.0,0.45528,0.0,0.459508,0.0,0.4463,0.0,0.488471,1
2023-02-06 14:10:00,0.915621,0.846489,0.0,0.487605,0.151421,0.571447,0.0,0.453387,0.089556,0.569653,0.0,0.472867,0.0,0.470221,0.0,0.494529,0.875622,0.813011,0.0,0.460281,0.0,0.466117,0.0,0.452368,0.0,0.495311,1
2023-02-06 14:10:02,0.915621,0.858958,0.0,0.500329,0.151421,0.584078,0.0,0.46495,0.089556,0.582486,0.0,0.48643,0.0,0.48355,0.0,0.510556,0.873134,0.822904,0.0,0.470566,0.0,0.478591,0.0,0.464093,0.0,0.508376,1
2023-02-06 14:10:04,0.915621,0.770345,0.0,0.425167,0.151421,0.503124,0.0,0.397209,0.089556,0.498486,0.0,0.414017,0.0,0.410867,0.0,0.431857,0.875622,0.741537,0.0,0.395578,0.0,0.406485,0.0,0.394386,0.0,0.432068,1
2023-02-06 14:10:06,0.915621,0.797911,0.0,0.447915,0.151421,0.528301,0.0,0.416034,0.089556,0.5244,0.0,0.436201,0.0,0.433501,0.0,0.459059,0.875622,0.768967,0.0,0.420324,0.0,0.42865,0.0,0.415419,0.0,0.455203,1
2023-02-06 14:10:08,0.915621,0.834473,0.0,0.479506,0.151421,0.561555,0.0,0.446954,0.089556,0.559244,0.0,0.466,0.0,0.46289,0.0,0.48669,0.875622,0.800385,0.0,0.449303,0.0,0.458406,0.0,0.44482,0.0,0.487189,1
2023-02-06 14:10:10,0.915621,0.763555,0.0,0.415716,0.151421,0.495318,0.0,0.386585,0.089556,0.490697,0.0,0.403041,0.0,0.400779,0.0,0.421335,0.873134,0.737485,0.0,0.392508,0.0,0.397365,0.0,0.385679,0.0,0.422273,1
2023-02-06 14:10:12,0.915621,0.792634,0.0,0.438875,0.151421,0.521027,0.0,0.407003,0.089556,0.51751,0.0,0.42465,0.0,0.422775,0.0,0.444745,0.875622,0.765585,0.0,0.417493,0.0,0.419504,0.0,0.407192,0.0,0.445708,1
2023-02-06 14:10:14,0.915621,0.82358,0.0,0.465292,0.151421,0.548848,0.0,0.433108,0.089556,0.546683,0.0,0.449483,0.0,0.447231,0.0,0.467178,0.875622,0.792671,0.0,0.441447,0.0,0.444325,0.0,0.431798,0.0,0.472445,1
2023-02-06 14:10:16,0.915621,0.808265,0.0,0.451137,0.151421,0.534831,0.0,0.417595,0.089556,0.531994,0.0,0.435845,0.0,0.434338,0.0,0.456932,0.875622,0.78061,0.0,0.431414,0.0,0.431207,0.0,0.418598,0.0,0.458089,1
2023-02-06 14:10:18,0.915621,0.812146,0.0,0.456377,0.151421,0.538999,0.0,0.424652,0.089556,0.536315,0.0,0.441456,0.0,0.439164,0.0,0.45979,0.875622,0.78197,0.0,0.432231,0.0,0.435965,0.0,0.423484,0.0,0.46346,1
2023-02-06 14:10:20,0.915621,0.795204,0.0,0.443047,0.151421,0.524309,0.0,0.411901,0.089556,0.52075,0.0,0.429602,0.0,0.427218,0.0,0.449316,0.873134,0.765857,0.0,0.418387,0.0,0.42352,0.0,0.41103,0.0,0.450043,1
2023-02-06 14:10:22,0.915621,0.804724,0.0,0.453064,0.151421,0.534167,0.0,0.421078,0.089556,0.530691,0.0,0.440393,0.0,0.43772,0.0,0.462201,0.879353,0.776355,0.0,0.426193,0.0,0.433357,0.0,0.420241,0.0,0.460341,1
2023-02-06 14:10:24,0.915621,0.828323,0.0,0.474859,0.151421,0.556005,0.0,0.443514,0.089556,0.553206,0.0,0.462201,0.0,0.45855,0.0,0.482207,0.873134,0.795885,0.0,0.442446,0.0,0.453979,0.0,0.440469,0.0,0.482547,1
2023-02-06 14:10:26,0.915621,0.814362,0.0,0.462061,0.151421,0.543349,0.0,0.429298,0.089556,0.539942,0.0,0.44987,0.0,0.446979,0.0,0.473349,0.873134,0.78337,0.0,0.433623,0.0,0.442149,0.0,0.428522,0.0,0.469564,1
2023-02-06 14:10:28,0.915621,0.779745,0.0,0.431804,0.151421,0.511161,0.0,0.402629,0.089556,0.506886,0.0,0.419698,0.0,0.416708,0.0,0.438264,0.875622,0.752822,0.0,0.404351,0.0,0.412799,0.0,0.400554,0.0,0.43873,1
2023-02-06 14:10:30,0.915621,0.777788,0.0,0.427888,0.151421,0.50824,0.0,0.397895,0.089556,0.504075,0.0,0.414891,0.0,0.412563,0.0,0.433782,0.875622,0.751473,0.0,0.403933,0.0,0.409012,0.0,0.39697,0.0,0.434643,1
2023-02-06 14:10:32,0.915621,0.796537,0.0,0.442415,0.151421,0.524777,0.0,0.410085,0.089556,0.521521,0.0,0.427966,0.0,0.426308,0.0,0.448323,0.879353,0.76994,0.0,0.421279,0.0,0.42289,0.0,0.410493,0.0,0.44929,1
2023-02-06 14:10:34,0.915621,0.785533,0.0,0.432524,0.151421,0.514083,0.0,0.402537,0.089556,0.510726,0.0,0.41767,0.0,0.415725,0.0,0.433787,0.879353,0.760152,0.0,0.410711,0.0,0.413005,0.0,0.401425,0.0,0.439159,1
2023-02-06 14:10:36,0.915621,0.802414,0.0,0.446324,0.151421,0.529603,0.0,0.412985,0.089556,0.526694,0.0,0.431165,0.0,0.429957,0.0,0.452094,0.875622,0.774968,0.0,0.426993,0.0,0.426614,0.0,0.414152,0.0,0.453196,1
2023-02-06 14:10:38,0.915621,0.819657,0.0,0.462948,0.151421,0.545917,0.0,0.430696,0.089556,0.54353,0.0,0.447887,0.0,0.44563,0.0,0.466535,0.875622,0.789476,0.0,0.438429,0.0,0.442267,0.0,0.429592,0.0,0.470144,1
2023-02-06 14:10:40,0.915621,0.79853,0.0,0.445797,0.151421,0.527218,0.0,0.414516,0.089556,0.523737,0.0,0.432321,0.0,0.429895,0.0,0.452125,0.875622,0.770047,0.0,0.420812,0.0,0.42615,0.0,0.41358,0.0,0.452842,1
2023-02-06 14:10:42,0.915621,0.819857,0.0,0.465783,0.151421,0.547737,0.0,0.432955,0.089556,0.544665,0.0,0.452769,0.0,0.449944,0.0,0.475263,0.875622,0.788714,0.0,0.438054,0.0,0.445518,0.0,0.432022,0.0,0.473263,1
2023-02-06 14:10:44,0.915621,0.835389,0.0,0.480716,0.151421,0.562315,0.0,0.449132,0.089556,0.559617,0.0,0.467922,0.0,0.463936,0.0,0.488113,0.875622,0.801868,0.0,0.447753,0.0,0.45957,0.0,0.445882,0.0,0.488502,1
2023-02-06 14:10:46,0.915621,0.800998,0.0,0.450113,0.151421,0.530805,0.0,0.418273,0.089556,0.526803,0.0,0.438274,0.0,0.435318,0.0,0.461341,0.875622,0.771676,0.0,0.422231,0.0,0.430718,0.0,0.417412,0.0,0.457424,1
2023-02-06 14:10:48,0.915621,0.803631,0.0,0.45192,0.151421,0.532587,0.0,0.42154,0.089556,0.528955,0.0,0.43932,0.0,0.43598,0.0,0.458677,0.875622,0.773921,0.0,0.422907,0.0,0.432027,0.0,0.4192,0.0,0.459177,1
2023-02-06 14:10:50,0.915621,0.839935,0.0,0.481941,0.151421,0.56542,0.0,0.448172,0.089556,0.563412,0.0,0.467364,0.0,0.464743,0.0,0.488673,0.875622,0.807096,0.0,0.454845,0.0,0.46069,0.0,0.447116,0.0,0.489555,1
2023-02-06 14:10:52,0.915621,0.8294,0.0,0.471471,0.151421,0.555382,0.0,0.436979,0.089556,0.553413,0.0,0.456118,0.0,0.454528,0.0,0.47782,0.875622,0.798373,0.0,0.448868,0.0,0.450672,0.0,0.437466,0.0,0.478802,1
2023-02-06 14:10:54,0.915621,0.820146,0.0,0.462814,0.151421,0.546071,0.0,0.430622,0.089556,0.54403,0.0,0.447076,0.0,0.445103,0.0,0.464419,0.875622,0.789716,0.0,0.439389,0.0,0.441974,0.0,0.429552,0.0,0.469934,1
2023-02-06 14:10:56,0.915621,0.862551,0.0,0.498948,0.151421,0.585146,0.0,0.461793,0.089556,0.584471,0.0,0.482214,0.0,0.481032,0.0,0.505527,0.875622,0.828389,0.0,0.476729,0.0,0.47693,0.0,0.462995,0.0,0.506653,1
2023-02-06 14:10:58,0.915621,0.850645,0.0,0.490474,0.151421,0.574859,0.0,0.456235,0.089556,0.573645,0.0,0.474681,0.0,0.472335,0.0,0.494613,0.875622,0.816554,0.0,0.46434,0.0,0.468608,0.0,0.455136,0.0,0.498118,1
2023-02-06 14:11:00,0.915621,0.805808,0.0,0.452191,0.151421,0.533931,0.0,0.420529,0.089556,0.530688,0.0,0.438576,0.0,0.436072,0.0,0.458627,0.873134,0.775258,0.0,0.426664,0.0,0.432264,0.0,0.419509,0.0,0.459343,1
2023-02-06 14:11:02,0.915621,0.82763,0.0,0.472326,0.151421,0.554716,0.0,0.439094,0.089556,0.551821,0.0,0.459135,0.0,0.456185,0.0,0.482032,0.875622,0.795272,0.0,0.444102,0.0,0.451772,0.0,0.438076,0.0,0.47991,1
2023-02-06 14:11:04,0.915621,0.839577,0.0,0.484097,0.151421,0.565998,0.0,0.452447,0.089556,0.563307,0.0,0.471233,0.0,0.466892,0.0,0.4915,0.875622,0.805505,0.0,0.450746,0.0,0.462793,0.0,0.448997,0.0,0.491939,1
2023-02-06 14:11:06,0.915621,0.822609,0.0,0.468573,0.151421,0.550425,0.0,0.435536,0.089556,0.54703,0.0,0.456196,0.0,0.452992,0.0,0.480243,0.873134,0.790637,0.0,0.439446,0.0,0.448357,0.0,0.434511,0.0,0.476174,1
2023-02-06 14:11:08,0.915621,0.830464,0.0,0.475181,0.151421,0.557249,0.0,0.443265,0.089556,0.554486,0.0,0.461895,0.0,0.458236,0.0,0.482245,0.875622,0.798112,0.0,0.444765,0.0,0.454258,0.0,0.440769,0.0,0.482807,1
2023-02-06 14:11:10,0.915621,0.847592,0.0,0.488693,0.151421,0.572543,0.0,0.454453,0.089556,0.570827,0.0,0.473897,0.0,0.471252,0.0,0.495466,0.875622,0.813959,0.0,0.461244,0.0,0.467141,0.0,0.453384,0.0,0.496413,1
2023-02-06 14:11:12,0.915621,0.850382,0.0,0.489779,0.151421,0.574708,0.0,0.453902,0.089556,0.573543,0.0,0.473868,0.0,0.472409,0.0,0.496424,0.875622,0.817181,0.0,0.466232,0.0,0.468179,0.0,0.454464,0.0,0.497399,1
2023-02-06 14:11:14,0.915621,0.843809,0.0,0.4837,0.151421,0.568086,0.0,0.449957,0.089556,0.567015,0.0,0.467337,0.0,0.465408,0.0,0.485424,0.875622,0.811374,0.0,0.459265,0.0,0.461949,0.0,0.448955,0.0,0.491153,1
2023-02-06 14:11:16,0.915621,0.871958,0.0,0.507387,0.151421,0.593984,0.0,0.469433,0.089556,0.593788,0.0,0.490347,0.0,0.489505,0.0,0.514125,0.875622,0.837906,0.0,0.48496,0.0,0.485004,0.0,0.470845,0.0,0.515221,1
2023-02-06 14:11:18,0.915621,0.900784,0.0,0.533868,0.151421,0.620848,0.0,0.496556,0.089556,0.621455,0.0,0.516708,0.0,0.514252,0.0,0.538298,0.881841,0.864564,0.0,0.505475,0.0,0.510077,0.0,0.49542,0.0,0.542193,1
2023-02-06 14:11:20,0.915621,0.875335,0.0,0.512714,0.151421,0.59796,0.0,0.476815,0.089556,0.597151,0.0,0.49729,0.0,0.494473,0.0,0.520023,0.879353,0.840682,0.0,0.483751,0.0,0.490122,0.0,0.47566,0.0,0.520824,1
2023-02-06 14:11:22,0.915621,0.862386,0.0,0.502529,0.151421,0.586679,0.0,0.467249,0.089556,0.584931,0.0,0.488434,0.0,0.485231,0.0,0.512759,0.875622,0.827716,0.0,0.472458,0.0,0.480637,0.0,0.466082,0.0,0.510589,1
