timestamp,i1_pos_switch_baseband,i1_pos_switch_fm_demodulated,i2_pos_switch_baseband,i2_pos_switch_fm_demodulated,i3_pos_switch_baseband,i3_pos_switch_fm_demodulated,i4_light_barrier_baseband,i4_light_barrier_fm_demodulated,m1_speed_baseband,m1_speed_fm_demodulated,m2_speed_baseband,m2_speed_fm_demodulated,m3_speed_baseband,m3_speed_fm_demodulated,current_task_baseband,current_task_fm_demodulated,current_task_duration_baseband,current_task_duration_fm_demodulated,current_sub_task_baseband,current_sub_task_fm_demodulated,current_pos_x_baseband,current_pos_x_fm_demodulated,current_pos_y_baseband,current_pos_y_fm_demodulated,target_pos_x_baseband,target_pos_x_fm_demodulated,target_pos_y_baseband,target_pos_y_fm_demodulated,i7_light_barrier_baseband,i7_light_barrier_fm_demodulated,i8_color_sensor_baseband,i8_color_sensor_fm_demodulated,o7_compressor_level_baseband,o7_compressor_level_fm_demodulated,o8_valve_open_baseband,o8_valve_open_fm_demodulated,current_pos_z_baseband,current_pos_z_fm_demodulated,target_pos_z_baseband,target_pos_z_fm_demodulated,current_state_binary
2023-02-06 14:08:30,0.0,0.136132,0.0,0.122104,0.0,0.147748,0.0,0.215331,0.10481,0.144945,0.076861,0.106352,0.051478,0.697004,0.5,0.559652,0.091528,0.146447,0.15,0.262837,0.054155,0.148493,0.113677,0.155397,0.084462,0.124295,0.15883,0.134458,0.0,0.685272,0.923375,0.850003,0.0,0.113922,0.0,0.25831,0.045554,0.324769,0.121469,0.145831,0
2023-02-06 14:08:32,0.0,0.150384,0.0,0.234338,0.0,0.26784,0.0,0.164652,0.100783,0.175499,0.073356,0.118609,0.04716,0.689471,0.5,0.569382,0.091498,0.191587,0.15,0.232689,0.054145,0.150769,0.113569,0.222265,0.084447,0.13867,0.15883,0.224892,1.0,0.698728,0.912706,0.888252,0.0,0.2578,0.0,0.380729,0.045532,0.313959,0.121448,0.1985,0
2023-02-06 14:08:34,0.0,0.106577,0.0,0.198943,0.0,0.242631,0.0,0.154803,0.097764,0.118293,0.07072,0.050607,0.043924,0.670835,0.5,0.497561,0.091424,0.128265,0.15,0.206644,0.054137,0.127467,0.113062,0.146202,0.084436,0.128722,0.15883,0.194517,1.0,0.572409,0.909796,0.907106,0.0,0.629777,0.0,0.70098,0.045515,0.284899,0.121433,0.144094,0
2023-02-06 14:08:36,0.0,0.127691,0.0,0.159849,0.0,0.212051,0.0,0.172075,0.101404,0.085953,0.073887,0.051289,0.047827,0.680232,0.5,0.489052,0.091361,0.146604,0.1,0.121333,0.054147,0.075888,0.11244,0.140309,0.084449,0.078309,0.15883,0.175633,0.0,0.476343,0.919496,0.813899,1.0,0.990716,1.0,1.0,0.045536,0.284817,0.121452,0.118275,0
2023-02-06 14:08:38,0.0,0.156122,0.0,0.394691,0.0,0.431666,0.0,0.188459,0.108477,0.07465,0.07915,0.052182,0.05541,0.686389,0.5,0.493733,0.091373,0.135036,0.1,0.364329,0.054165,0.142667,0.112871,0.120376,0.084478,0.106497,0.15883,0.157553,0.0,0.423697,0.921435,0.782715,1.0,0.841607,1.0,0.873371,0.045577,0.325497,0.121491,0.09566,0
2023-02-06 14:08:40,0.0,0.166274,0.0,0.375036,0.0,0.423608,0.0,0.175493,0.108477,0.141304,0.078535,0.106996,0.05541,0.700964,0.5,0.48858,0.091427,0.184345,0.1,0.675354,0.054165,0.156807,0.114478,0.165957,0.084478,0.16304,0.15883,0.153882,0.0,0.417072,0.921435,0.912558,1.0,0.719678,1.0,0.750344,0.045577,0.345554,0.121491,0.152846,0
2023-02-06 14:08:42,0.0,0.110795,1.0,0.173485,1.0,0.209725,0.0,0.131563,0.098319,0.117044,0.070699,0.052253,0.044518,0.672686,0.5,0.520624,0.091389,0.155974,0.9,0.809863,0.054135,0.076354,0.115364,0.185827,0.084431,0.089671,0.15883,0.215673,0.0,0.425089,0.921435,0.93625,1.0,0.768553,1.0,0.828623,0.045508,0.282085,0.121427,0.171691,0
2023-02-06 14:08:44,0.0,0.202863,0.0,0.181339,0.0,0.136137,0.0,0.194386,0.09077,0.066428,0.066367,0.03229,0.036889,0.682838,0.5,0.525342,0.091209,0.083606,0.9,0.580741,0.054075,0.134882,0.113581,0.089114,0.08432,0.086765,0.15883,0.157448,0.0,0.37641,0.916586,0.608648,1.0,0.634853,1.0,0.880622,0.045476,0.317516,0.121397,0.093727,0
2023-02-06 14:08:46,0.0,0.219777,0.0,0.141543,0.0,0.252964,0.0,0.164867,0.09991,0.159498,0.074716,0.126417,0.046562,0.703579,0.5,0.489548,0.091068,0.173097,0.9,0.320094,0.054077,0.1542,0.110558,0.170451,0.084312,0.143207,0.15883,0.140601,0.0,0.422518,0.770126,0.228522,1.0,0.402533,1.0,0.825099,0.045449,0.336128,0.121376,0.159167,0
2023-02-06 14:08:48,0.0,0.066677,0.0,0.222569,0.0,0.178876,0.0,0.143607,0.118034,0.131965,0.087099,0.064801,0.065238,0.676115,0.5,0.503261,0.091179,0.144718,0.1,0.242648,0.054169,0.118028,0.110658,0.184704,0.084472,0.106576,0.15883,0.204077,0.0,0.421216,0.026188,0.087132,0.0,0.120144,1.0,0.841532,0.045485,0.287649,0.121412,0.166757,0
2023-02-06 14:08:50,0.0,0.306938,0.0,0.505972,0.0,0.280076,0.0,0.174613,0.118034,0.102079,0.08303,0.065054,0.06479,0.685513,0.5,0.510114,0.091426,0.139538,0.1,0.215373,0.054238,0.149725,0.115521,0.138254,0.084611,0.13132,0.15883,0.15632,0.0,0.420676,0.035887,0.156001,0.0,0.168543,1.0,0.863381,0.045545,0.315921,0.121464,0.125012,0
2023-02-06 14:08:52,0.0,0.418354,1.0,0.752781,0.0,0.419643,0.0,0.131598,0.088742,0.136035,0.059574,0.072114,0.03425,0.669209,0.5,0.389662,0.091392,0.191532,0.1,0.265584,0.054149,0.096361,0.119521,0.21226,0.084471,0.127892,0.15883,0.192178,0.0,0.447014,0.039767,0.140016,0.0,0.17157,1.0,0.806444,0.045546,0.276732,0.121458,0.179654,0
2023-02-06 14:08:54,1.0,0.289081,1.0,0.534753,1.0,0.395734,0.0,0.200857,0.063975,0.077669,0.046069,0.00615,0.009129,0.670194,0.3,0.294401,0.090946,0.096508,0.15,0.279266,0.053965,0.087644,0.115492,0.131877,0.084137,0.064246,0.15883,0.221703,0.0,0.39715,0.044617,0.090919,0.0,0.052562,1.0,0.816455,0.045459,0.277895,0.121377,0.121672,0
2023-02-06 14:08:56,0.0,0.113167,1.0,0.199664,0.0,0.273829,0.0,0.192083,0.102244,0.201918,0.083634,0.17088,0.049392,0.732613,0.3,0.365195,0.09126,0.142447,0.15,0.232785,0.054008,0.144536,0.106296,0.099247,0.084173,0.116722,0.15883,0.146773,0.0,0.43369,0.039767,0.12579,0.0,0.376667,1.0,0.882862,0.045468,0.339764,0.121393,0.092351,0
2023-02-06 14:08:58,0.0,0.209748,0.0,0.192081,0.0,0.193457,0.0,0.154473,0.225913,0.400897,0.188942,0.296066,0.180034,0.760984,0.3,0.361162,0.092071,0.169571,0.15,0.33433,0.05432,0.114503,0.105352,0.191438,0.084621,0.116617,0.15883,0.183889,0.0,0.434316,0.042677,0.308141,0.0,0.611259,1.0,0.867195,0.045462,0.303868,0.121498,0.164636,0
2023-02-06 14:09:00,0.0,0.174041,0.0,0.192554,0.0,0.221007,0.0,0.186397,0.38936,0.505661,0.336249,0.398288,0.354476,0.802977,0.3,0.340652,0.092161,0.108474,0.55,0.348889,0.054597,0.127245,0.118452,0.12549,0.084933,0.101063,0.15883,0.193178,0.0,0.412965,0.044617,0.574713,1.0,0.835442,1.0,0.825129,0.045484,0.3191,0.121486,0.127372,0
2023-02-06 14:09:02,0.0,0.131791,0.0,0.26609,0.0,0.134077,0.0,0.142553,0.512728,0.55049,0.469187,0.536446,0.489311,0.84574,0.3,0.391476,0.090907,0.16376,0.1,0.190234,0.054474,0.126974,0.130758,0.165982,0.084493,0.126982,0.157567,0.150456,0.0,0.435744,0.795344,0.834323,1.0,0.867145,1.0,0.840231,0.045542,0.315959,0.121356,0.155446,0
2023-02-06 14:09:04,0.0,0.156772,0.0,0.495285,0.0,0.232702,0.0,0.160569,0.551375,0.51896,0.533941,0.508666,0.53375,0.83542,0.3,0.379448,0.089848,0.138542,0.1,0.372775,0.054112,0.112009,0.122579,0.184737,0.083708,0.105946,0.15791,0.19021,0.0,0.408484,0.914646,0.894557,1.0,0.773133,1.0,0.840509,0.045569,0.288384,0.121278,0.171931,0
2023-02-06 14:09:06,0.0,0.103194,1.0,0.609166,0.0,0.531072,0.0,0.154626,0.527946,0.442782,0.513271,0.371105,0.506981,0.809653,0.3,0.374028,0.091083,0.149115,0.15,0.656055,0.054125,0.121666,0.099635,0.137948,0.083785,0.128372,0.159973,0.163871,0.0,0.419978,0.921435,0.826319,1.0,0.770579,1.0,0.829878,0.045502,0.29864,0.121427,0.143857,0
2023-02-06 14:09:08,0.0,0.116458,1.0,0.573482,1.0,1.0,0.0,0.172161,0.498368,0.451448,0.44692,0.372601,0.469404,0.817562,0.3,0.40454,0.093607,0.165136,0.95,0.753046,0.054692,0.073291,0.09459,0.220605,0.08498,0.096975,0.161192,0.183808,0.0,0.396668,0.919496,0.819594,1.0,0.795214,1.0,0.869949,0.045436,0.260749,0.121767,0.184043,0
2023-02-06 14:09:10,0.0,0.171479,1.0,0.637288,1.0,0.76874,0.0,0.209728,0.496423,0.543423,0.413695,0.46088,0.465544,0.818891,0.3,0.349239,0.093425,0.076991,0.95,0.828945,0.054989,0.140016,0.123997,0.130761,0.085701,0.062487,0.15883,0.220636,0.0,0.410623,0.919496,0.860601,1.0,0.807989,1.0,0.873585,0.045498,0.325623,0.121727,0.104253,0
2023-02-06 14:09:12,0.0,0.141691,1.0,0.733197,1.0,0.472971,0.0,0.13127,0.513516,0.544783,0.464312,0.468105,0.490769,0.803965,0.3,0.336212,0.089153,0.184816,0.95,0.908038,0.054229,0.172612,0.152474,0.091504,0.084404,0.159953,0.154926,0.137751,0.0,0.459995,0.916586,0.880954,1.0,0.819551,1.0,0.802201,0.045482,0.342358,0.121005,0.081041,0
2023-02-06 14:09:14,0.0,0.136099,1.0,0.534001,1.0,0.282013,0.0,0.174565,0.524936,0.459186,0.549239,0.423478,0.510464,0.817302,0.3,0.359055,0.085744,0.174306,0.95,0.690821,0.053118,0.100688,0.127326,0.189908,0.082355,0.122478,0.155759,0.17472,0.0,0.414128,0.916586,0.889491,1.0,0.827058,1.0,0.809243,0.045278,0.286176,0.120423,0.18027,0
2023-02-06 14:09:16,0.0,0.180358,1.0,0.280316,0.0,0.21594,0.0,0.176447,0.520604,0.468908,0.536647,0.372571,0.50157,0.828354,0.3,0.170796,0.089843,0.099376,0.95,0.281125,0.053561,0.157233,0.06459,0.046005,0.083208,0.092798,0.162697,0.223648,0.0,0.445527,0.926285,0.882767,1.0,0.824512,1.0,0.865537,0.045904,0.354823,0.121801,0.103187,0
2023-02-06 14:09:18,0.0,0.136688,0.0,0.041172,0.0,0.215595,0.0,0.110999,0.509005,0.531416,0.349011,0.17005,0.476132,0.804923,0.0,0.094283,0.102933,0.209214,0.0,0.012817,0.056461,0.161529,0.078126,0.263291,0.088077,0.163644,0.166624,0.130491,0.0,0.453858,0.919496,0.841387,1.0,0.800476,1.0,0.852082,0.049643,0.338034,0.126565,0.127683,1
2023-02-06 14:09:20,0.0,0.133881,0.0,0.226529,0.0,0.199168,0.0,0.183979,0.50337,0.513908,0.094904,0.0,0.465597,0.799732,0.0,0.194099,0.124243,0.195576,0.0,0.20369,0.060121,0.100672,0.279192,0.65093,0.09494,0.120208,0.15873,0.163603,0.0,0.404833,0.916586,0.813807,1.0,0.766754,1.0,0.812126,0.058012,0.293564,0.133995,0.200714,1
2023-02-06 14:09:22,0.0,0.151415,0.0,0.120569,0.0,0.207542,0.0,0.147179,0.508454,0.478812,0.020213,0.278998,0.487266,0.833526,0.0,0.10156,0.157256,0.211557,0.0,0.08004,0.061635,0.146139,0.626506,1.0,0.099258,0.113398,0.146911,0.184162,0.0,0.434804,0.916586,0.83253,1.0,0.768266,1.0,0.824702,0.068318,0.341512,0.14137,0.130811,1
2023-02-06 14:09:24,0.0,0.111112,0.0,0.164053,0.0,0.168443,0.0,0.164018,0.518651,0.505748,0.271547,0.547811,0.519892,0.833438,0.0,0.156109,0.209197,0.344018,0.0,0.137194,0.060268,0.11562,0.901495,0.813102,0.098502,0.1515,0.149942,0.135607,0.0,0.403267,0.916586,0.850647,1.0,0.798265,1.0,0.849188,0.073427,0.292071,0.144965,0.163471,1
2023-02-06 14:09:26,0.0,0.147078,0.0,0.201468,0.0,0.197171,0.0,0.193823,0.523118,0.505279,0.702029,0.801373,0.51739,0.793051,0.0,0.158708,0.276474,0.371031,0.0,0.165836,0.058938,0.103264,0.881428,0.459649,0.095494,0.1119,0.169552,0.202762,0.0,0.402323,0.919496,0.845093,1.0,0.814571,1.0,0.848073,0.068175,0.298016,0.142481,0.178845,1
2023-02-06 14:09:28,0.0,0.135254,0.0,0.134933,0.0,0.186203,0.0,0.152476,0.515143,0.47148,0.960796,0.721989,0.453955,0.774086,0.0,0.121627,0.337833,0.376829,0.0,0.114247,0.061897,0.152968,0.564292,0.261073,0.09796,0.146362,0.179563,0.193373,0.0,0.426327,0.919496,0.840001,1.0,0.814476,1.0,0.867374,0.057655,0.33192,0.136206,0.129839,1
2023-02-06 14:09:30,0.0,0.132737,0.0,0.21565,0.0,0.186701,0.0,0.191059,0.501429,0.501956,0.821929,0.443574,0.359774,0.768935,0.0,0.182946,0.374271,0.420242,0.0,0.201503,0.070938,0.122788,0.208308,0.138936,0.113777,0.178404,0.158625,0.154771,0.0,0.402831,0.919496,0.847342,1.0,0.806155,1.0,0.865797,0.057172,0.30968,0.134745,0.195084,1
2023-02-06 14:09:32,0.0,0.163671,0.0,0.164152,0.0,0.213893,0.0,0.168228,0.499461,0.544814,0.423384,0.111002,0.30605,0.760557,0.0,0.131466,0.39778,0.421846,0.0,0.150259,0.08382,0.153213,0.113931,0.39409,0.14308,0.154358,0.128754,0.202583,0.0,0.439904,0.916586,0.854242,1.0,0.792792,1.0,0.819734,0.079643,0.369375,0.149199,0.218934,1
2023-02-06 14:09:34,0.0,0.13468,0.0,0.163288,0.0,0.191515,0.0,0.148053,0.517943,0.518366,0.14714,0.197161,0.343359,0.796147,0.0,0.146628,0.44678,0.481039,0.0,0.15705,0.095805,0.179221,0.343325,0.697549,0.173212,0.182847,0.136671,0.189947,0.0,0.435685,0.916586,0.861537,1.0,0.799825,1.0,0.818041,0.120563,0.389307,0.182667,0.211176,1
2023-02-06 14:09:36,0.0,0.143374,0.0,0.19238,0.0,0.197084,0.0,0.174128,0.53911,0.482908,0.245314,0.574576,0.449104,0.836277,0.0,0.169533,0.538143,0.624756,0.0,0.183356,0.102261,0.151332,0.655956,0.684074,0.185456,0.188744,0.185964,0.16753,0.0,0.423937,0.919496,0.869639,1.0,0.814625,1.0,0.851992,0.157196,0.371059,0.221125,0.248211,1
2023-02-06 14:09:38,0.0,0.153919,0.0,0.155524,0.0,0.204802,0.0,0.16704,0.52922,0.46624,0.596256,0.77476,0.539629,0.830568,0.0,0.154914,0.625441,0.619399,0.0,0.149441,0.100676,0.142502,0.735078,0.433608,0.172551,0.170078,0.212171,0.143711,0.0,0.426194,0.921435,0.859329,1.0,0.79525,1.0,0.840587,0.166556,0.366625,0.238665,0.223088,1
2023-02-06 14:09:40,0.0,0.166687,0.0,0.194399,0.0,0.211929,0.0,0.178883,0.473755,0.408881,0.841099,0.625959,0.541346,0.80266,0.0,0.163504,0.623217,0.438636,0.0,0.171716,0.092167,0.13673,0.489709,0.194894,0.149113,0.157632,0.158375,0.111766,0.0,0.41978,0.919496,0.840627,1.0,0.774256,1.0,0.825097,0.146349,0.346228,0.219021,0.19862,1
2023-02-06 14:09:42,0.0,0.149436,0.0,0.145545,0.0,0.194712,0.0,0.147191,0.399804,0.370026,0.74923,0.39271,0.454434,0.775817,0.0,0.119413,0.489708,0.299451,0.0,0.114611,0.082149,0.166268,0.138831,0.078587,0.138333,0.155447,0.07224,0.170866,0.0,0.432452,0.916586,0.845593,1.0,0.804476,1.0,0.851016,0.117579,0.370238,0.174941,0.168281,1
2023-02-06 14:09:44,0.0,0.124042,0.0,0.176632,0.0,0.182549,0.0,0.179015,0.35776,0.404098,0.432286,0.217737,0.349216,0.747555,0.0,0.170281,0.285551,0.201697,0.0,0.159372,0.078138,0.151317,0.0,0.257912,0.146213,0.204828,0.086279,0.26703,0.0,0.400839,0.921435,0.86479,1.0,0.834382,1.0,0.847568,0.105548,0.362709,0.1422,0.123421,1
2023-02-06 14:09:46,0.0,0.165457,0.0,0.182603,0.0,0.211068,0.0,0.176747,0.379689,0.418938,0.206351,0.213473,0.303377,0.768848,0.0,0.137476,0.136834,0.152267,0.0,0.151031,0.084039,0.133901,0.193067,0.540529,0.155984,0.187747,0.270513,0.438673,0.0,0.423253,0.916586,0.854631,1.0,0.813007,1.0,0.826127,0.118374,0.351171,0.148497,0.20769,1
2023-02-06 14:09:48,0.0,0.099243,0.0,0.131932,0.0,0.168629,0.0,0.128387,0.455048,0.466006,0.272343,0.506552,0.343575,0.819275,0.0,0.11653,0.127929,0.303234,0.0,0.106848,0.09526,0.208136,0.542082,0.718429,0.153631,0.136948,0.521205,0.570184,0.0,0.429926,0.916586,0.818087,1.0,0.789291,1.0,0.859238,0.14346,0.422961,0.186794,0.227538,1
2023-02-06 14:09:50,0.0,0.112988,0.0,0.209437,0.0,0.179981,0.0,0.204259,0.539395,0.578198,0.544841,0.736974,0.440584,0.841142,0.0,0.20786,0.229457,0.389748,0.0,0.209689,0.101319,0.166206,0.752474,0.623728,0.150947,0.1998,0.6366,0.484359,0.0,0.384386,0.919496,0.818326,1.0,0.787292,1.0,0.885955,0.161711,0.396231,0.221788,0.159114,1
2023-02-06 14:09:52,0.0,0.173715,0.0,0.178073,0.0,0.226656,0.0,0.176511,0.577827,0.559457,0.771065,0.703607,0.546051,0.847971,0.0,0.137872,0.336075,0.352877,0.0,0.158844,0.096643,0.105337,0.674893,0.407247,0.168725,0.206592,0.517109,0.24713,0.0,0.439377,0.919496,0.860531,1.0,0.797145,1.0,0.823947,0.161827,0.323285,0.223477,0.220853,1
2023-02-06 14:09:54,0.0,0.116496,0.0,0.154334,0.0,0.191413,0.0,0.135786,0.528823,0.367152,0.783673,0.515036,0.625843,0.862587,0.0,0.129726,0.375047,0.36883,0.0,0.134053,0.090473,0.193168,0.405719,0.240944,0.197174,0.143195,0.268531,0.11863,0.0,0.438799,0.919496,0.893519,1.0,0.811547,1.0,0.795,0.142323,0.358397,0.192293,0.219354,1
2023-02-06 14:09:56,0.0,0.149932,0.0,0.182762,0.0,0.189703,0.0,0.17039,0.386912,0.190343,0.626767,0.407098,0.660834,0.859604,0.0,0.162077,0.371947,0.410934,0.0,0.170489,0.10443,0.217513,0.158504,0.127743,0.194028,0.141447,0.090126,0.140784,0.0,0.424282,0.919496,0.870083,1.0,0.807182,1.0,0.843529,0.106902,0.327197,0.151625,0.142053,1
2023-02-06 14:09:58,0.0,0.133629,0.0,0.158033,0.0,0.187449,0.0,0.147589,0.202451,0.124106,0.466617,0.395261,0.636664,0.821781,0.0,0.137545,0.406397,0.457353,0.0,0.132575,0.156612,0.284277,0.063538,0.152056,0.14162,0.13737,0.07693,0.137872,0.0,0.433285,0.921435,0.830128,1.0,0.784161,1.0,0.871236,0.064471,0.317366,0.121785,0.156785,1
2023-02-06 14:10:00,0.0,0.158721,0.0,0.194845,0.0,0.190423,0.0,0.200353,0.070585,0.048201,0.416639,0.379427,0.550369,0.788131,0.0,0.195298,0.508885,0.584163,0.0,0.195244,0.244939,0.390465,0.090953,0.132654,0.098967,0.21114,0.155589,0.231625,0.0,0.397213,0.916586,0.837848,1.0,0.786466,1.0,0.848488,0.032561,0.33108,0.10734,0.087692,1
2023-02-06 14:10:02,0.0,0.22132,0.0,0.168782,0.0,0.225709,0.0,0.169055,0.073195,0.212073,0.457735,0.426495,0.429693,0.787666,0.0,0.113805,0.612117,0.63078,0.0,0.133891,0.345133,0.407755,0.135823,0.128792,0.16889,0.420068,0.202723,0.229273,0.0,0.445601,0.921435,0.869114,1.0,0.801362,1.0,0.837762,0.032406,0.268042,0.107238,0.103523,1
2023-02-06 14:10:04,0.0,0.105198,0.0,0.125809,0.0,0.171093,0.0,0.114855,0.21159,0.415379,0.501863,0.49146,0.332616,0.770379,0.0,0.105505,0.610773,0.466808,0.0,0.097473,0.426204,0.434293,0.140644,0.233264,0.394178,0.613548,0.18527,0.133664,0.0,0.438262,0.919496,0.873509,1.0,0.785883,1.0,0.824701,0.072996,0.369715,0.126531,0.245911,1
2023-02-06 14:10:06,0.0,0.140463,0.0,0.181009,0.0,0.173203,0.0,0.208791,0.397965,0.492127,0.498326,0.457397,0.311291,0.754797,0.0,0.201058,0.467508,0.207376,0.0,0.199454,0.470524,0.515662,0.127034,0.1785,0.693846,0.763847,0.165236,0.226671,0.0,0.387283,0.916586,0.848233,1.0,0.830691,1.0,0.80688,0.139082,0.441128,0.170096,0.227633,1
2023-02-06 14:10:08,0.0,0.168454,0.0,0.183141,0.0,0.260462,0.0,0.164514,0.525183,0.51507,0.468065,0.373323,0.368977,0.799283,0.0,0.116214,0.254912,0.154835,0.0,0.132279,0.482106,0.520872,0.135298,0.124257,0.921267,0.843254,0.195604,0.281693,0.0,0.442945,0.919496,0.833559,1.0,0.89118,1.0,0.826791,0.199189,0.385073,0.227742,0.213545,1
2023-02-06 14:10:10,0.0,0.090311,0.0,0.08711,0.0,0.219081,0.0,0.12107,0.551554,0.526339,0.454586,0.406444,0.455487,0.83504,0.0,0.139282,0.091948,0.167453,0.0,0.140944,0.478266,0.45479,0.166186,0.242923,0.991766,0.845565,0.253872,0.230068,0.0,0.437978,0.919496,0.850936,1.0,0.688683,1.0,0.860015,0.229304,0.406616,0.274796,0.315979,1
2023-02-06 14:10:12,0.0,0.11812,0.0,0.259396,0.0,0.298598,0.0,0.181559,0.518655,0.503964,0.468569,0.46327,0.510425,0.826981,0.0,0.224984,0.042147,0.111151,0.0,0.21792,0.474389,0.439646,0.188575,0.236102,0.946573,0.81962,0.283254,0.23503,0.0,0.409695,0.916586,0.865659,1.0,0.248842,1.0,0.857457,0.22969,0.456226,0.292378,0.314606,1
