timestamp,i1_pos_switch_baseband,i1_pos_switch_fm_demodulated,i2_pos_switch_baseband,i2_pos_switch_fm_demodulated,i3_pos_switch_baseband,i3_pos_switch_fm_demodulated,i4_light_barrier_baseband,i4_light_barrier_fm_demodulated,m1_speed_baseband,m1_speed_fm_demodulated,m2_speed_baseband,m2_speed_fm_demodulated,m3_speed_baseband,m3_speed_fm_demodulated,o7_valve_baseband,o7_valve_fm_demodulated,o8_compressor_baseband,o8_compressor_fm_demodulated,current_task_baseband,current_task_fm_demodulated,current_task_duration_baseband,current_task_duration_fm_demodulated,current_sub_task_baseband,current_sub_task_fm_demodulated,current_state_binary
2023-02-06 14:08:46,1.0,0.74982,0.0,0.113405,0.0,0.236605,0.0,0.244368,0.068375,0.0646,0.151421,0.211318,0.107541,0.06055,0.0,0.43717,0.129079,0.148117,0.0,0.113752,0.097206,0.17332,0.0,0.11801,1
2023-02-06 14:08:48,1.0,0.776373,0.0,0.129377,0.0,0.236156,0.0,0.279289,0.068375,0.078745,0.151421,0.165993,0.107541,0.059064,0.0,0.435033,0.129079,0.13053,0.0,0.129799,0.097206,0.167179,0.0,0.134363,1
2023-02-06 14:08:50,1.0,0.777505,0.0,0.090538,0.0,0.211594,0.0,0.214538,0.031326,0.0,0.151421,0.211615,0.04927,0.035647,0.0,0.391615,0.129079,0.175097,0.0,0.091461,0.097206,0.202065,0.0,0.10043,1
2023-02-06 14:08:52,1.0,0.774487,0.0,0.151983,0.0,0.264995,0.0,0.365349,0.0,0.05274,0.151421,0.220319,0.0,0.031922,0.0,0.489359,0.129079,0.125529,0.0,0.152921,0.097206,0.122484,0.0,0.183736,1
2023-02-06 14:08:54,1.0,0.764623,0.0,0.143989,0.0,0.254047,0.0,0.332947,0.047856,0.212711,0.151421,0.146705,0.075269,0.288343,0.0,0.468597,0.129079,0.104405,0.0,0.144828,0.097206,0.147987,0.0,0.165263,1
2023-02-06 14:08:56,1.0,0.735921,0.0,0.11979,0.0,0.240871,0.0,0.26964,0.204424,0.345693,0.151421,0.192236,0.321519,0.59335,0.0,0.445352,0.129079,0.151454,0.0,0.120394,0.097206,0.17797,0.0,0.131379,1
2023-02-06 14:08:58,1.0,0.741175,0.0,0.14816,0.0,0.255856,0.0,0.307618,0.41205,0.525323,0.151421,0.189572,0.648075,0.868394,0.0,0.470792,0.129079,0.130989,0.0,0.148258,0.097206,0.13963,0.0,0.15116,1
2023-02-06 14:09:00,1.0,0.789824,0.0,0.114782,0.0,0.233193,0.0,0.228486,0.568617,0.65135,0.151421,0.163659,0.894325,0.89543,0.0,0.430215,0.129079,0.150299,0.0,0.11468,0.097206,0.184796,0.0,0.10797,1
2023-02-06 14:09:02,1.0,0.798975,0.0,0.131222,0.0,0.245278,0.0,0.260576,0.616474,0.602518,0.151421,0.204468,0.969594,0.796659,0.0,0.451805,0.129079,0.154519,0.0,0.130903,0.097206,0.173101,0.0,0.125506,1
2023-02-06 14:09:04,1.0,0.741727,0.0,0.121058,0.0,0.232459,0.0,0.238139,0.585147,0.519779,0.151421,0.175885,0.920323,0.778305,0.0,0.427867,0.129079,0.145702,0.0,0.120924,0.097206,0.179756,0.0,0.112723,1
2023-02-06 14:09:06,1.0,0.718946,0.0,0.139159,0.0,0.257653,0.0,0.306147,0.548098,0.535028,0.151421,0.207258,0.862052,0.801593,0.0,0.475921,0.129079,0.183814,0.0,0.139328,0.097206,0.187788,0.0,0.151208,1
2023-02-06 14:09:08,1.0,0.764054,0.0,0.165333,0.0,0.273755,0.0,0.368939,0.548098,0.563648,0.151421,0.22086,0.862052,0.819313,0.0,0.504159,0.129079,0.118616,0.0,0.165855,0.097206,0.103944,0.0,0.185794,1
2023-02-06 14:09:10,1.0,0.806181,0.0,0.092532,0.0,0.211631,0.0,0.207735,0.571023,0.539296,0.151421,0.130926,0.898108,0.847597,0.0,0.391483,0.129079,0.083482,0.0,0.093404,0.097206,0.17662,0.0,0.096085,1
2023-02-06 14:09:12,1.0,0.802527,0.0,0.130541,0.0,0.24543,0.0,0.303227,0.582582,0.524294,0.151421,0.186144,0.916289,0.870292,0.0,0.453282,0.129079,0.165282,0.0,0.131595,0.097206,0.184508,0.0,0.14935,1
2023-02-06 14:09:14,1.0,0.779081,0.0,0.130931,0.0,0.242862,0.0,0.296753,0.573035,0.552187,0.151421,0.210261,0.901273,0.841883,0.0,0.447823,0.129079,0.110057,0.0,0.132001,0.097206,0.112832,0.0,0.145743,1
2023-02-06 14:09:16,1.0,0.756764,0.0,0.078168,0.0,0.199785,0.0,0.164403,0.560187,0.554624,0.151421,0.126849,0.881066,0.791641,0.0,0.369937,0.129079,0.095714,0.0,0.078747,0.097206,0.193491,0.0,0.071753,1
2023-02-06 14:09:18,1.0,0.755104,0.0,0.144989,0.0,0.254257,0.0,0.304239,0.560187,0.531159,0.151421,0.192674,0.881066,0.784023,0.0,0.467731,0.129079,0.164088,0.0,0.145186,0.097206,0.180122,0.0,0.149951,1
2023-02-06 14:09:20,1.0,0.771306,0.0,0.11737,0.0,0.234669,0.0,0.239385,0.569132,0.541902,0.151421,0.190472,0.895135,0.810069,0.0,0.433177,0.129079,0.120034,0.0,0.117115,0.097206,0.15129,0.0,0.113515,1
2023-02-06 14:09:22,1.0,0.772342,0.0,0.132333,0.0,0.245758,0.0,0.268223,0.573736,0.560716,0.151421,0.143859,0.902376,0.815519,0.0,0.452746,0.129079,0.134614,0.0,0.131912,0.097206,0.206833,0.0,0.129693,1
2023-02-06 14:09:24,1.0,0.751283,0.0,0.15843,0.0,0.268821,0.0,0.332887,0.569918,0.536438,0.151421,0.206134,0.896371,0.802914,0.0,0.494746,0.129079,0.167366,0.0,0.158125,0.097206,0.164135,0.0,0.165956,1
2023-02-06 14:09:26,1.0,0.741737,0.0,0.120308,0.0,0.238389,0.0,0.257365,0.564825,0.515556,0.151421,0.179919,0.88836,0.803218,0.0,0.440606,0.129079,0.128348,0.0,0.120286,0.097206,0.161071,0.0,0.123391,1
2023-02-06 14:09:28,1.0,0.761599,0.0,0.147878,0.0,0.258344,0.0,0.326393,0.564825,0.549892,0.151421,0.170988,0.88836,0.818273,0.0,0.47567,0.129079,0.154752,0.0,0.148626,0.097206,0.185495,0.0,0.162593,1
2023-02-06 14:09:30,1.0,0.778054,0.0,0.128823,0.0,0.245619,0.0,0.29376,0.568204,0.578041,0.151421,0.221365,0.893676,0.825214,0.0,0.453965,0.129079,0.166535,0.0,0.129675,0.097206,0.131508,0.0,0.143876,1
2023-02-06 14:09:32,1.0,0.779128,0.0,0.106816,0.0,0.223007,0.0,0.239533,0.569881,0.554498,0.151421,0.191143,0.896313,0.826241,0.0,0.411888,0.129079,0.126145,0.0,0.107976,0.097206,0.152647,0.0,0.113797,1
2023-02-06 14:09:34,1.0,0.779796,0.0,0.130708,0.0,0.243755,0.0,0.292787,0.56855,0.527924,0.151421,0.181351,0.894219,0.832941,0.0,0.449308,0.129079,0.134313,0.0,0.131886,0.097206,0.169552,0.0,0.143831,1
2023-02-06 14:09:36,1.0,0.768351,0.0,0.131653,0.0,0.249219,0.0,0.293859,0.566857,0.531329,0.151421,0.183578,0.891556,0.83171,0.0,0.46082,0.129079,0.144446,0.0,0.13206,0.097206,0.167036,0.0,0.143608,1
2023-02-06 14:09:38,1.0,0.751784,0.0,0.139659,0.0,0.250438,0.0,0.295166,0.566857,0.541772,0.151421,0.175301,0.891556,0.814571,0.0,0.460713,0.129079,0.151552,0.0,0.14,0.097206,0.171378,0.0,0.145299,1
2023-02-06 14:09:40,1.0,0.764994,0.0,0.116381,0.0,0.232688,0.0,0.237805,0.567881,0.560637,0.151421,0.198686,0.893167,0.805371,0.0,0.429645,0.129079,0.130028,0.0,0.115915,0.097206,0.149913,0.0,0.112374,1
2023-02-06 14:09:42,1.0,0.794503,0.0,0.146119,0.0,0.258924,0.0,0.304933,0.568377,0.581358,0.151421,0.155456,0.893947,0.816254,0.0,0.477155,0.129079,0.108881,0.0,0.145496,0.097206,0.195782,0.0,0.150189,1
2023-02-06 14:09:44,1.0,0.778546,0.0,0.140821,0.0,0.252256,0.0,0.292787,0.567978,0.556598,0.151421,0.16963,0.89332,0.822266,0.0,0.464264,0.129079,0.160054,0.0,0.140572,0.097206,0.173862,0.0,0.143837,1
2023-02-06 14:09:46,1.0,0.727358,0.0,0.096378,0.0,0.214911,0.0,0.199866,0.567431,0.496504,0.151421,0.23206,0.892459,0.801156,0.0,0.397677,0.129079,0.124052,0.0,0.09631,0.097206,0.126726,0.0,0.09092,1
2023-02-06 14:09:48,1.0,0.727369,0.0,0.16084,0.0,0.271692,0.0,0.359576,0.567431,0.499235,0.151421,0.159516,0.892459,0.791199,0.0,0.500102,0.129079,0.077802,0.0,0.161814,0.097206,0.204901,0.0,0.181449,1
2023-02-06 14:09:50,1.0,0.783874,0.0,0.137249,0.0,0.253152,0.0,0.311588,0.567431,0.561312,0.151421,0.157793,0.892459,0.81664,0.0,0.467711,0.129079,0.16754,0.0,0.138118,0.097206,0.179402,0.0,0.153659,1
2023-02-06 14:09:52,1.0,0.810215,0.0,0.096195,0.0,0.213106,0.0,0.21032,0.567431,0.581263,0.151421,0.22637,0.892459,0.848141,0.0,0.393576,0.129079,0.163862,0.0,0.097421,0.097206,0.124883,0.0,0.09741,1
2023-02-06 14:09:54,1.0,0.772636,0.0,0.128073,0.0,0.241862,0.0,0.284519,0.567431,0.559525,0.151421,0.186079,0.892459,0.838841,0.0,0.445635,0.129079,0.131211,0.0,0.129404,0.097206,0.164691,0.0,0.139353,1
2023-02-06 14:09:56,1.0,0.735419,0.0,0.113035,0.0,0.230661,0.0,0.245736,0.567431,0.568897,0.151421,0.202779,0.892459,0.810998,0.0,0.426712,0.129079,0.151535,0.0,0.113333,0.097206,0.141628,0.0,0.116437,1
2023-02-06 14:09:58,1.0,0.739694,0.0,0.160652,0.0,0.271222,0.0,0.348055,0.567431,0.582569,0.151421,0.19245,0.892459,0.819274,0.0,0.498927,0.129079,0.093997,0.0,0.160975,0.097206,0.187952,0.0,0.175079,1
2023-02-06 14:10:00,1.0,0.770545,0.0,0.136331,0.0,0.250887,0.0,0.288222,0.567431,0.533678,0.151421,0.112074,0.892459,0.837528,0.0,0.463204,0.129079,0.144404,0.0,0.135706,0.097206,0.212665,0.0,0.140478,1
2023-02-06 14:10:02,1.0,0.796423,0.0,0.082818,0.0,0.198784,0.0,0.154151,0.567431,0.486357,0.151421,0.204839,0.892459,0.819784,0.0,0.366795,0.129079,0.20345,0.0,0.082387,0.097206,0.112551,0.0,0.066026,1
2023-02-06 14:10:04,1.0,0.806231,0.0,0.171438,0.0,0.281793,0.0,0.370232,0.567431,0.544391,0.151421,0.231536,0.892459,0.779697,0.0,0.518685,0.129079,0.091385,0.0,0.171092,0.097206,0.169939,0.0,0.187274,1
2023-02-06 14:10:06,1.0,0.789629,0.0,0.13194,0.0,0.247748,0.0,0.283407,0.567431,0.596613,0.151421,0.129845,0.892459,0.777623,0.0,0.458175,0.129079,0.107387,0.0,0.131351,0.097206,0.219416,0.0,0.137342,1
2023-02-06 14:10:08,1.0,0.753566,0.0,0.081029,0.0,0.196245,0.0,0.162236,0.567431,0.560244,0.151421,0.172841,0.892459,0.824121,0.0,0.361052,0.129079,0.19695,0.0,0.082333,0.097206,0.13145,0.0,0.071541,1
2023-02-06 14:10:10,1.0,0.733497,0.0,0.142509,0.0,0.258276,0.0,0.324386,0.567431,0.502713,0.151421,0.214631,0.892459,0.858156,0.0,0.477261,0.129079,0.134344,0.0,0.143434,0.097206,0.145594,0.0,0.160496,1
2023-02-06 14:10:12,1.0,0.745888,0.0,0.122412,0.0,0.23814,0.0,0.27431,0.567431,0.517897,0.151421,0.173454,0.892459,0.84733,0.0,0.439412,0.129079,0.119864,0.0,0.123832,0.097206,0.181232,0.0,0.133121,1
2023-02-06 14:10:14,1.0,0.776068,0.0,0.121379,0.0,0.236073,0.0,0.267835,0.567431,0.54844,0.151421,0.181956,0.892459,0.80534,0.0,0.434817,0.129079,0.151066,0.0,0.122949,0.097206,0.159644,0.0,0.130082,1
2023-02-06 14:10:16,1.0,0.79497,0.0,0.127639,0.0,0.244136,0.0,0.281745,0.567431,0.537117,0.151421,0.18311,0.892459,0.775985,0.0,0.451614,0.129079,0.1215,0.0,0.127882,0.097206,0.178139,0.0,0.136273,1
2023-02-06 14:10:18,1.0,0.778714,0.0,0.115479,0.0,0.228772,0.0,0.239427,0.567431,0.534621,0.151421,0.172071,0.892459,0.796801,0.0,0.420702,0.129079,0.151212,0.0,0.116159,0.097206,0.162221,0.0,0.114717,1
2023-02-06 14:10:20,1.0,0.754185,0.0,0.151013,0.0,0.264391,0.0,0.323862,0.567431,0.565239,0.151421,0.205242,0.892459,0.841948,0.0,0.488331,0.129079,0.166569,0.0,0.149993,0.097206,0.133948,0.0,0.16026,1
2023-02-06 14:10:22,1.0,0.763104,0.0,0.161114,0.0,0.272793,0.0,0.345082,0.567431,0.572862,0.151421,0.22502,0.892459,0.84069,0.0,0.50299,0.129079,0.123139,0.0,0.160159,0.097206,0.158478,0.0,0.172779,1
2023-02-06 14:10:24,1.0,0.788891,0.0,0.136935,0.0,0.249122,0.0,0.28709,0.567431,0.548782,0.151421,0.21055,0.892459,0.796657,0.0,0.458583,0.129079,0.112697,0.0,0.136702,0.097206,0.18001,0.0,0.14112,1
2023-02-06 14:10:26,1.0,0.771065,0.0,0.116942,0.0,0.233023,0.0,0.248016,0.567431,0.529841,0.151421,0.177064,0.892459,0.786846,0.0,0.431345,0.129079,0.129496,0.0,0.116306,0.097206,0.174172,0.0,0.117387,1
2023-02-06 14:10:28,1.0,0.732231,0.0,0.127639,0.0,0.241306,0.0,0.277611,0.567431,0.523133,0.151421,0.173092,0.892459,0.829126,0.0,0.443754,0.129079,0.151808,0.0,0.129107,0.097206,0.153257,0.0,0.136103,1
2023-02-06 14:10:30,1.0,0.735498,0.0,0.124807,0.0,0.241139,0.0,0.278702,0.567431,0.528829,0.151421,0.1909,0.892459,0.858348,0.0,0.44564,0.129079,0.139675,0.0,0.125748,0.097206,0.168332,0.0,0.134812,1
2023-02-06 14:10:32,1.0,0.774991,0.0,0.106028,0.0,0.22275,0.0,0.232709,0.567431,0.559816,0.151421,0.167257,0.892459,0.829364,0.0,0.410984,0.129079,0.12769,0.0,0.107577,0.097206,0.178413,0.0,0.109748,1
2023-02-06 14:10:34,1.0,0.795667,0.0,0.133587,0.0,0.248137,0.0,0.297399,0.567431,0.582304,0.151421,0.1668,0.892459,0.80284,0.0,0.456764,0.129079,0.162491,0.0,0.135364,0.097206,0.149706,0.0,0.146611,1
2023-02-06 14:10:36,1.0,0.77925,0.0,0.12536,0.0,0.241469,0.0,0.274782,0.567431,0.556898,0.151421,0.200801,0.892459,0.812509,0.0,0.446789,0.129079,0.135926,0.0,0.125449,0.097206,0.17026,0.0,0.132164,1
2023-02-06 14:10:38,1.0,0.761485,0.0,0.113411,0.0,0.227287,0.0,0.235125,0.567431,0.520834,0.151421,0.174893,0.892459,0.828416,0.0,0.417907,0.129079,0.116113,0.0,0.114182,0.097206,0.181835,0.0,0.112507,1
2023-02-06 14:10:40,1.0,0.757612,0.0,0.156296,0.0,0.268864,0.0,0.337103,0.567431,0.535272,0.151421,0.153122,0.892459,0.832539,0.0,0.496739,0.129079,0.175777,0.0,0.155041,0.097206,0.133601,0.0,0.167704,1
2023-02-06 14:10:42,1.0,0.764045,0.0,0.142273,0.0,0.25477,0.0,0.300434,0.567431,0.565286,0.151421,0.192946,0.892459,0.82251,0.0,0.470068,0.129079,0.15927,0.0,0.141248,0.097206,0.147338,0.0,0.147944,1
2023-02-06 14:10:44,1.0,0.768822,0.0,0.110756,0.0,0.224612,0.0,0.225251,0.567431,0.560023,0.151421,0.197916,0.892459,0.795739,0.0,0.413607,0.129079,0.107404,0.0,0.11069,0.097206,0.186947,0.0,0.106738,1
2023-02-06 14:10:46,1.0,0.758412,0.0,0.140325,0.0,0.254618,0.0,0.305105,0.567431,0.537938,0.151421,0.160523,0.892459,0.780259,0.0,0.471118,0.129079,0.14222,0.0,0.139515,0.097206,0.162909,0.0,0.149243,1
2023-02-06 14:10:48,1.0,0.753463,0.0,0.14254,0.0,0.256037,0.0,0.314028,0.567431,0.537572,0.151421,0.166891,0.892459,0.805814,0.0,0.47074,0.129079,0.160522,0.0,0.144088,0.097206,0.143052,0.0,0.156479,1
2023-02-06 14:10:50,1.0,0.778218,0.0,0.108069,0.0,0.224961,0.0,0.235598,0.567431,0.554624,0.151421,0.211454,0.892459,0.846185,0.0,0.415819,0.129079,0.123625,0.0,0.108968,0.097206,0.182788,0.0,0.110575,1
2023-02-06 14:10:52,1.0,0.800496,0.0,0.122015,0.0,0.238103,0.0,0.271019,0.567431,0.565261,0.151421,0.200162,0.892459,0.843296,0.0,0.439035,0.129079,0.105478,0.0,0.123665,0.097206,0.194474,0.0,0.131009,1
2023-02-06 14:10:54,1.0,0.777965,0.0,0.149442,0.0,0.263675,0.0,0.336197,0.567431,0.562375,0.151421,0.156166,0.892459,0.816538,0.0,0.485097,0.129079,0.149937,0.0,0.151436,0.097206,0.1439,0.0,0.16824,1
2023-02-06 14:10:56,1.0,0.750521,0.0,0.113592,0.0,0.229844,0.0,0.244887,0.567431,0.541575,0.151421,0.188924,0.892459,0.813862,0.0,0.425501,0.129079,0.166522,0.0,0.113553,0.097206,0.149166,0.0,0.115264,1
2023-02-06 14:10:58,1.0,0.754865,0.0,0.105527,0.0,0.220243,0.0,0.216767,0.567431,0.51545,0.151421,0.217747,0.892459,0.821031,0.0,0.404873,0.129079,0.110256,0.0,0.106458,0.097206,0.195712,0.0,0.102443,1
2023-02-06 14:11:00,1.0,0.769697,0.0,0.148286,0.0,0.260814,0.0,0.317898,0.567431,0.523721,0.151421,0.181761,0.892459,0.813258,0.0,0.482182,0.129079,0.116908,0.0,0.146825,0.097206,0.172326,0.0,0.157017,1
2023-02-06 14:11:02,1.0,0.771795,0.0,0.136396,0.0,0.249002,0.0,0.286974,0.567431,0.556872,0.151421,0.168688,0.892459,0.811873,0.0,0.459622,0.129079,0.159016,0.0,0.135275,0.097206,0.148411,0.0,0.140598,1
2023-02-06 14:11:04,1.0,0.763903,0.0,0.125788,0.0,0.239045,0.0,0.262946,0.567431,0.56887,0.151421,0.19396,0.892459,0.818204,0.0,0.440218,0.129079,0.130455,0.0,0.125665,0.097206,0.173601,0.0,0.127995,1
2023-02-06 14:11:06,1.0,0.74817,0.0,0.139064,0.0,0.252846,0.0,0.301214,0.567431,0.563538,0.151421,0.199956,0.892459,0.801053,0.0,0.468058,0.129079,0.120368,0.0,0.137983,0.097206,0.178361,0.0,0.146996,1
2023-02-06 14:11:08,1.0,0.749639,0.0,0.133595,0.0,0.248096,0.0,0.292685,0.567431,0.558482,0.151421,0.190671,0.892459,0.788871,0.0,0.455933,0.129079,0.136669,0.0,0.135431,0.097206,0.167808,0.0,0.144626,1
2023-02-06 14:11:10,1.0,0.789292,0.0,0.118151,0.0,0.234428,0.0,0.259548,0.567431,0.535009,0.151421,0.176921,0.892459,0.832454,0.0,0.433142,0.129079,0.147323,0.0,0.119063,0.097206,0.158186,0.0,0.123752,1
2023-02-06 14:11:12,1.0,0.799295,0.0,0.106735,0.0,0.223694,0.0,0.232387,0.567431,0.498373,0.151421,0.187649,0.892459,0.876897,0.0,0.412388,0.129079,0.156023,0.0,0.108481,0.097206,0.171509,0.0,0.109283,1
2023-02-06 14:11:14,1.0,0.746161,0.0,0.133184,0.0,0.248574,0.0,0.295541,0.567431,0.50341,0.151421,0.201781,0.892459,0.824778,0.0,0.457191,0.129079,0.122913,0.0,0.135302,0.097206,0.188475,0.0,0.145434,1
2023-02-06 14:11:16,1.0,0.731197,0.0,0.134614,0.0,0.249365,0.0,0.295402,0.567431,0.557682,0.151421,0.170382,0.892459,0.763146,0.0,0.461359,0.129079,0.139974,0.0,0.134429,0.097206,0.153217,0.0,0.143401,1
2023-02-06 14:11:18,1.0,0.790638,0.0,0.107277,0.0,0.22248,0.0,0.222868,0.567431,0.600287,0.151421,0.149917,0.892459,0.779903,0.0,0.408931,0.129079,0.187416,0.0,0.108458,0.097206,0.135604,0.0,0.105923,1
2023-02-06 14:11:20,1.0,0.814136,0.0,0.133783,0.0,0.246681,0.0,0.283032,0.567431,0.58025,0.151421,0.183019,0.892459,0.84573,0.0,0.456439,0.129079,0.142717,0.0,0.132189,0.097206,0.170148,0.0,0.137571,1
2023-02-06 14:11:22,1.0,0.750098,0.0,0.147475,0.0,0.259271,0.0,0.31449,0.567431,0.528587,0.151421,0.199006,0.892459,0.836758,0.0,0.478675,0.129079,0.106696,0.0,0.146156,0.097206,0.166811,0.0,0.156203,1
2023-02-06 14:11:24,1.0,0.733482,0.0,0.113946,0.0,0.227788,0.0,0.233944,0.567431,0.505087,0.151421,0.170293,0.892459,0.783747,0.0,0.419592,0.129079,0.141921,0.0,0.113742,0.097206,0.129453,0.0,0.112112,1
2023-02-06 14:11:26,1.0,0.773806,0.0,0.100415,0.0,0.215499,0.0,0.205392,0.567431,0.521871,0.151421,0.144949,0.892459,0.786551,0.0,0.399768,0.129079,0.170464,0.0,0.09899,0.097206,0.134281,0.0,0.093335,1
2023-02-06 14:11:28,1.0,0.777978,0.0,0.148109,0.0,0.262477,0.0,0.329027,0.567431,0.567219,0.151421,0.193324,0.892459,0.829664,0.0,0.481998,0.129079,0.149385,0.0,0.150318,0.097206,0.195844,0.0,0.165083,1
2023-02-06 14:11:30,1.0,0.754383,0.0,0.156412,0.0,0.270754,0.0,0.353106,0.567431,0.586873,0.151421,0.227597,0.892459,0.852995,0.0,0.499905,0.129079,0.088103,0.0,0.15728,0.097206,0.199214,0.0,0.175677,1
2023-02-06 14:11:32,1.0,0.765301,0.0,0.099602,0.0,0.217184,0.0,0.21478,0.567431,0.539922,0.151421,0.165363,0.892459,0.854855,0.0,0.400194,0.129079,0.14354,0.0,0.101585,0.097206,0.13137,0.0,0.099241,1
2023-02-06 14:11:34,1.0,0.775123,0.0,0.138179,0.0,0.253884,0.0,0.308431,0.567431,0.50138,0.151421,0.155786,0.892459,0.840289,0.0,0.466609,0.129079,0.185608,0.0,0.140685,0.097206,0.170101,0.0,0.15254,1
