timestamp,i1_pos_switch_baseband,i1_pos_switch_am_demodulated,i2_pos_switch_baseband,i2_pos_switch_am_demodulated,i3_pos_switch_baseband,i3_pos_switch_am_demodulated,i4_light_barrier_baseband,i4_light_barrier_am_demodulated,m1_speed_baseband,m1_speed_am_demodulated,m2_speed_baseband,m2_speed_am_demodulated,m3_speed_baseband,m3_speed_am_demodulated,current_task_baseband,current_task_am_demodulated,current_task_duration_baseband,current_task_duration_am_demodulated,current_sub_task_baseband,current_sub_task_am_demodulated,current_pos_x_baseband,current_pos_x_am_demodulated,current_pos_y_baseband,current_pos_y_am_demodulated,target_pos_x_baseband,target_pos_x_am_demodulated,target_pos_y_baseband,target_pos_y_am_demodulated,i7_light_barrier_baseband,i7_light_barrier_am_demodulated,i8_color_sensor_baseband,i8_color_sensor_am_demodulated,o7_compressor_level_baseband,o7_compressor_level_am_demodulated,o8_valve_open_baseband,o8_valve_open_am_demodulated,current_pos_z_baseband,current_pos_z_am_demodulated,target_pos_z_baseband,target_pos_z_am_demodulated,current_state_binary
2023-02-06 14:08:32,0.0,0.33744,0.0,0.353485,0.0,0.360226,0.0,0.497807,0.100783,0.538097,0.073356,0.519471,0.04716,0.510039,0.5,0.722448,0.091498,0.547148,0.15,0.571728,0.054145,0.356819,0.113569,0.574129,0.084447,0.414224,0.15883,0.604285,1.0,0.787879,0.912706,0.858378,0.0,0.546475,0.0,0.384542,0.045532,0.524375,0.121448,0.560336,0
2023-02-06 14:08:34,0.0,0.355631,0.0,0.327645,0.0,0.325579,0.0,0.460273,0.097764,0.500765,0.07072,0.479257,0.043924,0.474011,0.5,0.66555,0.091424,0.506945,0.15,0.524474,0.054137,0.322056,0.113062,0.536743,0.084436,0.37965,0.15883,0.562393,1.0,0.741463,0.909796,0.831804,0.0,0.641973,0.0,0.47542,0.045515,0.487436,0.121433,0.522612,0
2023-02-06 14:08:36,0.0,0.300261,0.0,0.353831,0.0,0.368533,0.0,0.463088,0.101404,0.503906,0.073887,0.481839,0.047827,0.477534,0.5,0.688861,0.091361,0.509289,0.1,0.555462,0.054147,0.32268,0.11244,0.539007,0.084449,0.380764,0.15883,0.565039,0.0,0.547717,0.919496,0.845086,1.0,0.764725,1.0,0.653647,0.045536,0.488986,0.121452,0.524979,0
2023-02-06 14:08:38,0.0,0.341005,0.0,0.317363,0.0,0.317272,0.0,0.477011,0.108477,0.51587,0.07915,0.497066,0.05541,0.489873,0.5,0.691795,0.091373,0.526086,0.1,0.531869,0.054165,0.330639,0.112871,0.55169,0.084478,0.386231,0.15883,0.579814,0.0,0.530566,0.921435,0.843871,1.0,0.890654,1.0,0.797818,0.045577,0.502621,0.121491,0.537643,0
2023-02-06 14:08:40,0.0,0.32242,0.0,0.365649,0.0,0.366059,0.0,0.480826,0.108477,0.507846,0.078535,0.495762,0.05541,0.479048,0.5,0.700809,0.091427,0.532594,0.1,0.541738,0.054165,0.31826,0.114478,0.551098,0.084478,0.369174,0.15883,0.583766,0.0,0.471971,0.921435,0.813653,1.0,0.90893,1.0,0.863101,0.045577,0.502172,0.121491,0.537215,0
2023-02-06 14:08:42,0.0,0.264036,1.0,0.635164,1.0,0.613025,0.0,0.434663,0.098319,0.439154,0.070699,0.435388,0.044518,0.405794,0.5,0.659568,0.091389,0.486372,0.9,0.70765,0.054135,0.247946,0.115364,0.496623,0.084431,0.291454,0.15883,0.532063,0.0,0.391869,0.921435,0.711211,1.0,0.834172,1.0,0.837051,0.045508,0.448467,0.121427,0.483094,0
2023-02-06 14:08:44,0.0,0.306096,0.0,0.579032,0.0,0.542094,0.0,0.450455,0.09077,0.449345,0.066367,0.450404,0.036889,0.413625,0.5,0.670811,0.091209,0.504445,0.9,0.78067,0.054075,0.259927,0.113581,0.510862,0.08432,0.301234,0.15883,0.550215,0.0,0.418501,0.916586,0.674185,1.0,0.844755,1.0,0.865986,0.045476,0.464219,0.121397,0.498154,0
2023-02-06 14:08:46,0.0,0.295862,0.0,0.37903,0.0,0.326223,0.0,0.472144,0.09991,0.476418,0.074716,0.476498,0.046562,0.439959,0.5,0.699391,0.091068,0.525947,0.9,0.615272,0.054077,0.285143,0.110558,0.53283,0.084312,0.328193,0.15883,0.574569,0.0,0.41772,0.770126,0.546836,1.0,0.66379,1.0,0.882444,0.045449,0.486283,0.121376,0.521042,0
2023-02-06 14:08:48,0.0,0.289584,0.0,0.371335,0.0,0.345101,0.0,0.431305,0.118034,0.442858,0.087099,0.437204,0.065238,0.409047,0.5,0.653761,0.091179,0.482613,0.1,0.465852,0.054169,0.247043,0.110658,0.492519,0.084472,0.290743,0.15883,0.529009,0.0,0.411786,0.026188,0.309998,0.0,0.419987,1.0,0.818358,0.045485,0.445978,0.121412,0.480198,0
2023-02-06 14:08:50,0.0,0.291894,0.0,0.33236,0.0,0.287641,0.0,0.44871,0.118034,0.476288,0.08303,0.461723,0.06479,0.447417,0.5,0.669611,0.091426,0.499165,0.1,0.483181,0.054238,0.279508,0.115521,0.516896,0.084611,0.328439,0.15883,0.547831,0.0,0.440196,0.035887,0.337051,0.0,0.42392,1.0,0.823522,0.045545,0.467674,0.121464,0.502514,0
2023-02-06 14:08:52,0.0,0.231008,1.0,0.567243,0.0,0.197787,0.0,0.437437,0.088742,0.471397,0.059574,0.450753,0.03425,0.447896,0.5,0.659307,0.091392,0.485936,0.1,0.453742,0.054149,0.277071,0.119521,0.510241,0.084471,0.329342,0.15883,0.533968,0.0,0.43631,0.039767,0.320723,0.0,0.390275,1.0,0.797533,0.045546,0.458565,0.121458,0.493818,0
2023-02-06 14:08:54,1.0,0.378693,1.0,0.650358,1.0,0.327864,0.0,0.456149,0.063975,0.502353,0.046069,0.479881,0.009129,0.483541,0.3,0.636157,0.090946,0.505758,0.15,0.496096,0.053965,0.306071,0.115492,0.532636,0.084137,0.361018,0.15883,0.554251,0.0,0.477008,0.044617,0.295298,0.0,0.432567,1.0,0.817084,0.045459,0.481399,0.121377,0.516438,0
2023-02-06 14:08:56,0.0,0.434211,1.0,0.398891,0.0,0.365489,0.0,0.500684,0.102244,0.581992,0.083634,0.555976,0.049392,0.566707,0.3,0.640498,0.09126,0.551832,0.15,0.513145,0.054008,0.357637,0.106296,0.577974,0.084173,0.415263,0.15883,0.603269,0.0,0.501432,0.039767,0.403816,0.0,0.462842,1.0,0.872083,0.045468,0.527988,0.121393,0.563889,0
2023-02-06 14:08:58,0.0,0.311635,0.0,0.27643,0.0,0.2664,0.0,0.462181,0.225913,0.587561,0.188942,0.559196,0.180034,0.572899,0.3,0.600251,0.092071,0.51332,0.15,0.554366,0.05432,0.305797,0.105352,0.534168,0.084621,0.358674,0.15883,0.56141,0.0,0.469271,0.042677,0.326551,0.0,0.575458,1.0,0.833135,0.045462,0.485573,0.121498,0.520686,0
2023-02-06 14:09:00,0.0,0.308247,0.0,0.316556,0.0,0.30455,0.0,0.464981,0.38936,0.650047,0.336249,0.62267,0.354476,0.634172,0.3,0.591008,0.092161,0.516569,0.55,0.714018,0.054597,0.298677,0.118452,0.536035,0.084933,0.348364,0.15883,0.566067,0.0,0.454346,0.044617,0.366535,1.0,0.902792,1.0,0.843478,0.045484,0.484975,0.121486,0.519967,0
2023-02-06 14:09:02,0.0,0.289258,0.0,0.345366,0.0,0.365916,0.0,0.453334,0.512728,0.678826,0.469187,0.662433,0.489311,0.658673,0.3,0.572458,0.090907,0.503921,0.1,0.651751,0.054474,0.273805,0.130758,0.520836,0.084493,0.319284,0.157567,0.554704,0.0,0.426005,0.795344,0.609332,1.0,0.928162,1.0,0.83446,0.045542,0.468571,0.121356,0.503268,0
2023-02-06 14:09:04,0.0,0.262899,0.0,0.485067,0.0,0.370165,0.0,0.438604,0.551375,0.68199,0.533941,0.679027,0.53375,0.658395,0.3,0.565041,0.089848,0.488805,0.1,0.571085,0.054112,0.252026,0.122579,0.500342,0.083708,0.294683,0.15791,0.540413,0.0,0.418252,0.914646,0.706524,1.0,0.866121,1.0,0.82062,0.045569,0.451902,0.121278,0.485978,0
2023-02-06 14:09:06,0.0,0.295807,1.0,0.607906,0.0,0.592837,0.0,0.462425,0.527946,0.708331,0.513271,0.706317,0.506981,0.683037,0.3,0.582561,0.091083,0.512724,0.15,0.787828,0.054125,0.279612,0.099635,0.518714,0.083785,0.324105,0.159973,0.567516,0.0,0.427405,0.921435,0.730778,1.0,0.949891,1.0,0.846945,0.045502,0.476195,0.121427,0.510906,0
2023-02-06 14:09:08,0.0,0.303137,1.0,0.767023,1.0,0.794807,0.0,0.468705,0.498368,0.71229,0.44692,0.692799,0.469404,0.689754,0.3,0.598325,0.093607,0.520737,0.95,0.925893,0.054692,0.294387,0.09459,0.528196,0.08498,0.341356,0.161192,0.57401,0.0,0.452084,0.919496,0.782679,1.0,0.90489,1.0,0.852735,0.045436,0.485902,0.121767,0.520625,0
2023-02-06 14:09:10,0.0,0.360678,1.0,0.845963,1.0,0.824069,0.0,0.519632,0.496423,0.773027,0.413695,0.728004,0.465544,0.760073,0.3,0.643947,0.093425,0.574381,0.95,0.953391,0.054989,0.364178,0.123997,0.597508,0.085701,0.417174,0.15883,0.627158,0.0,0.508601,0.919496,0.849975,1.0,0.946279,1.0,0.910013,0.045498,0.543653,0.121727,0.579083,0
2023-02-06 14:09:12,0.0,0.339054,1.0,0.791886,1.0,0.764294,0.0,0.491078,0.513516,0.743283,0.464312,0.682932,0.490769,0.74368,0.3,0.6033,0.089153,0.544514,0.95,0.889845,0.054229,0.338939,0.152474,0.583626,0.084404,0.392972,0.154926,0.58967,0.0,0.485999,0.916586,0.827133,1.0,0.907814,1.0,0.869232,0.045482,0.516489,0.121005,0.551868,0
2023-02-06 14:09:14,0.0,0.30012,1.0,0.782712,1.0,0.657054,0.0,0.450566,0.524936,0.701045,0.549239,0.637648,0.510464,0.71082,0.3,0.565821,0.085744,0.503715,0.95,0.843229,0.053118,0.295748,0.127326,0.545033,0.082355,0.348279,0.155759,0.542864,0.0,0.462139,0.916586,0.797103,1.0,0.836441,1.0,0.821653,0.045278,0.476328,0.120423,0.511384,0
2023-02-06 14:09:16,0.0,0.325934,1.0,0.582628,0.0,0.517941,0.0,0.477651,0.520604,0.730009,0.536647,0.641073,0.50157,0.739892,0.3,0.533488,0.089843,0.5336,0.95,0.696835,0.053561,0.326598,0.06459,0.566188,0.083208,0.380762,0.162697,0.573886,0.0,0.474971,0.926285,0.816281,1.0,0.890924,1.0,0.853447,0.045904,0.505039,0.121801,0.540812,0
2023-02-06 14:09:18,0.0,0.26283,0.0,0.307802,0.0,0.34943,0.0,0.415792,0.509005,0.655821,0.349011,0.510522,0.476132,0.653426,0.0,0.40837,0.102933,0.474337,0.0,0.419123,0.056461,0.249705,0.078126,0.512207,0.088077,0.299743,0.166624,0.508745,0.0,0.418602,0.919496,0.749763,1.0,0.824619,1.0,0.781275,0.049643,0.439316,0.126565,0.4745,1
2023-02-06 14:09:20,0.0,0.265196,0.0,0.286409,0.0,0.280364,0.0,0.421444,0.50337,0.661671,0.094904,0.437034,0.465597,0.64516,0.0,0.410053,0.124243,0.487701,0.0,0.425383,0.060121,0.250819,0.279192,0.589675,0.09494,0.301059,0.15873,0.516253,0.0,0.412323,0.916586,0.746457,1.0,0.852349,1.0,0.78925,0.058012,0.445407,0.133995,0.480018,1
2023-02-06 14:09:22,0.0,0.283988,0.0,0.243282,0.0,0.232973,0.0,0.444125,0.508454,0.692856,0.020213,0.460042,0.487266,0.661663,0.0,0.418736,0.157256,0.522983,0.0,0.407537,0.061635,0.270064,0.626506,0.700081,0.099258,0.321323,0.146911,0.544953,0.0,0.422278,0.916586,0.763448,1.0,0.897393,1.0,0.819272,0.068318,0.468827,0.14137,0.502651,1
2023-02-06 14:09:24,0.0,0.268974,0.0,0.199212,0.0,0.191316,0.0,0.428193,0.518651,0.680442,0.271547,0.548473,0.519892,0.638061,0.0,0.392964,0.209197,0.527112,0.0,0.350129,0.060268,0.247398,0.901495,0.743446,0.098502,0.297742,0.149942,0.533218,0.0,0.410583,0.916586,0.746275,1.0,0.874272,1.0,0.801746,0.073427,0.451652,0.144965,0.484531,1
2023-02-06 14:09:26,0.0,0.316323,0.0,0.244174,0.0,0.238763,0.0,0.478646,0.523118,0.740785,0.702029,0.77401,0.51739,0.68605,0.0,0.445989,0.276474,0.60782,0.0,0.427266,0.058938,0.30631,0.881428,0.781846,0.095494,0.360016,0.169552,0.596101,0.0,0.447943,0.919496,0.796486,1.0,0.941827,1.0,0.861488,0.068175,0.502554,0.142481,0.536876,1
2023-02-06 14:09:28,0.0,0.315011,0.0,0.282953,0.0,0.273903,0.0,0.4735,0.515143,0.731536,0.960796,0.902004,0.453955,0.665116,0.0,0.44718,0.337833,0.637499,0.0,0.428311,0.061897,0.307732,0.564292,0.698698,0.09796,0.362352,0.179563,0.589823,0.0,0.457947,0.919496,0.797301,1.0,0.911504,1.0,0.855843,0.057655,0.497102,0.136206,0.532651,1
2023-02-06 14:09:30,0.0,0.318833,0.0,0.325389,0.0,0.317674,0.0,0.476925,0.501429,0.726152,0.821929,0.925097,0.359774,0.64988,0.0,0.460819,0.374271,0.672906,0.0,0.463915,0.070938,0.322076,0.208308,0.602105,0.113777,0.380324,0.158625,0.579342,0.0,0.465964,0.919496,0.805219,1.0,0.906415,1.0,0.858018,0.057172,0.503805,0.134745,0.53971,1
2023-02-06 14:09:32,0.0,0.332507,0.0,0.372104,0.0,0.368325,0.0,0.491413,0.499461,0.734507,0.423384,0.869474,0.30605,0.666189,0.0,0.484646,0.39778,0.719618,0.0,0.509475,0.08382,0.351023,0.113931,0.589508,0.14308,0.415539,0.128754,0.576065,0.0,0.484831,0.916586,0.823437,1.0,0.909955,1.0,0.873728,0.079643,0.529621,0.149199,0.564253,1
2023-02-06 14:09:34,0.0,0.296067,0.0,0.363766,0.0,0.34881,0.0,0.450997,0.517943,0.686407,0.14714,0.7456,0.343359,0.644762,0.0,0.44984,0.44678,0.712879,0.0,0.467908,0.095805,0.312596,0.343325,0.612357,0.173212,0.380524,0.136671,0.523893,0.0,0.458921,0.916586,0.78518,1.0,0.849284,1.0,0.825314,0.120563,0.503055,0.182667,0.535525,1
2023-02-06 14:09:36,0.0,0.293787,0.0,0.347346,0.0,0.346871,0.0,0.453492,0.53911,0.690932,0.245314,0.77107,0.449104,0.690453,0.0,0.451633,0.538143,0.754143,0.0,0.483673,0.102261,0.317504,0.655956,0.711876,0.185456,0.387724,0.185964,0.536035,0.0,0.450184,0.919496,0.787362,1.0,0.869175,1.0,0.827007,0.157196,0.519338,0.221125,0.552453,1
2023-02-06 14:09:38,0.0,0.29474,0.0,0.338031,0.0,0.324919,0.0,0.45117,0.52922,0.688601,0.596256,0.855167,0.539629,0.72216,0.0,0.444253,0.625441,0.780209,0.0,0.455564,0.100676,0.312189,0.735078,0.760843,0.172551,0.37991,0.212171,0.548548,0.0,0.45188,0.921435,0.783579,1.0,0.862543,1.0,0.826278,0.166556,0.524629,0.238665,0.558969,1
2023-02-06 14:09:40,0.0,0.290317,0.0,0.294815,0.0,0.288994,0.0,0.447597,0.473755,0.677416,0.841099,0.887881,0.541346,0.718527,0.0,0.432508,0.623217,0.768756,0.0,0.436405,0.092167,0.299549,0.489709,0.732198,0.149113,0.36529,0.158375,0.550088,0.0,0.437252,0.919496,0.775129,1.0,0.878203,1.0,0.82223,0.146349,0.519168,0.219021,0.552609,1
2023-02-06 14:09:42,0.0,0.276091,0.0,0.241857,0.0,0.241684,0.0,0.433391,0.399804,0.652929,0.74923,0.813507,0.454434,0.671078,0.0,0.410317,0.489708,0.702071,0.0,0.405311,0.082149,0.27354,0.138831,0.653282,0.138333,0.34247,0.07224,0.539933,0.0,0.41239,0.916586,0.755378,1.0,0.884514,1.0,0.80488,0.117579,0.499613,0.174941,0.527778,1
2023-02-06 14:09:44,0.0,0.275789,0.0,0.229439,0.0,0.216323,0.0,0.427056,0.35776,0.645628,0.432286,0.693888,0.349216,0.624182,0.0,0.400577,0.285551,0.618241,0.0,0.378461,0.078138,0.262269,0.0,0.618788,0.146213,0.338334,0.086279,0.566481,0.0,0.41022,0.921435,0.747656,1.0,0.873615,1.0,0.798863,0.105548,0.492483,0.1422,0.513565,1
2023-02-06 14:09:46,0.0,0.302664,0.0,0.245235,0.0,0.249401,0.0,0.45988,0.379689,0.697127,0.206351,0.649966,0.303377,0.639494,0.0,0.431603,0.136834,0.58718,0.0,0.423092,0.084039,0.302324,0.193067,0.719879,0.155984,0.383346,0.270513,0.685169,0.0,0.432464,0.916586,0.781233,1.0,0.920742,1.0,0.836937,0.118374,0.531309,0.148497,0.550202,1
2023-02-06 14:09:48,0.0,0.279345,0.0,0.254575,0.0,0.244744,0.0,0.432063,0.455048,0.684479,0.272343,0.629823,0.343575,0.61294,0.0,0.410897,0.127929,0.535157,0.0,0.40104,0.09526,0.277885,0.542082,0.787537,0.153631,0.349829,0.521205,0.74683,0.0,0.418203,0.916586,0.754554,1.0,0.872203,1.0,0.803512,0.14346,0.507983,0.186794,0.529628,1
2023-02-06 14:09:50,0.0,0.30544,0.0,0.310651,0.0,0.302854,0.0,0.463115,0.539395,0.734156,0.544841,0.746506,0.440584,0.680167,0.0,0.447366,0.229457,0.587068,0.0,0.450113,0.101319,0.323242,0.752474,0.868182,0.150947,0.385861,0.6366,0.824453,0.0,0.452385,0.919496,0.791012,1.0,0.893471,1.0,0.841139,0.161711,0.543784,0.221788,0.570826,1
2023-02-06 14:09:52,0.0,0.343316,0.0,0.382901,0.0,0.380603,0.0,0.50841,0.577827,0.767618,0.771065,0.849291,0.546051,0.766349,0.0,0.4989,0.336075,0.660835,0.0,0.516695,0.096643,0.385189,0.674893,0.869683,0.168725,0.439766,0.517109,0.837479,0.0,0.501147,0.919496,0.840618,1.0,0.924262,1.0,0.895078,0.161827,0.585877,0.223477,0.614566,1
2023-02-06 14:09:54,0.0,0.298592,0.0,0.368403,0.0,0.349095,0.0,0.459016,0.528823,0.662774,0.783673,0.791706,0.625843,0.740475,0.0,0.456598,0.375047,0.63487,0.0,0.468991,0.090473,0.333829,0.405719,0.71165,0.197174,0.377629,0.268531,0.691624,0.0,0.465088,0.919496,0.790899,1.0,0.853083,1.0,0.835771,0.142323,0.520983,0.192293,0.547343,1
2023-02-06 14:09:56,0.0,0.296303,0.0,0.356892,0.0,0.357928,0.0,0.465762,0.386912,0.596874,0.626767,0.74894,0.660834,0.767996,0.0,0.461136,0.371947,0.662116,0.0,0.484728,0.10443,0.352731,0.158504,0.612017,0.194028,0.376145,0.090126,0.615491,0.0,0.461548,0.919496,0.799412,1.0,0.877456,1.0,0.843456,0.106902,0.509786,0.151625,0.535993,1
2023-02-06 14:09:58,0.0,0.305202,0.0,0.352976,0.0,0.337595,0.0,0.465527,0.202451,0.518872,0.466617,0.693472,0.636664,0.768723,0.0,0.45785,0.406397,0.691282,0.0,0.465968,0.156612,0.375988,0.063538,0.548498,0.14162,0.359566,0.07693,0.577581,0.0,0.46463,0.921435,0.796676,1.0,0.872166,1.0,0.844571,0.064471,0.49161,0.121785,0.521371,1
2023-02-06 14:10:00,0.0,0.315731,0.0,0.322206,0.0,0.316162,0.0,0.473876,0.070585,0.477402,0.416639,0.677642,0.550369,0.754935,0.0,0.458229,0.508885,0.739401,0.0,0.462036,0.244939,0.420482,0.090953,0.535145,0.098967,0.367525,0.155589,0.579462,0.0,0.463086,0.916586,0.800677,1.0,0.902648,1.0,0.854208,0.032561,0.487616,0.10734,0.522075,1
2023-02-06 14:10:02,0.0,0.334066,0.0,0.288449,0.0,0.288766,0.0,0.488428,0.073195,0.501201,0.457735,0.695049,0.429693,0.736467,0.0,0.462905,0.612117,0.77762,0.0,0.460262,0.345133,0.474551,0.135823,0.538057,0.16889,0.437608,0.202723,0.58279,0.0,0.466795,0.921435,0.813664,1.0,0.945019,1.0,0.871026,0.032406,0.504227,0.107238,0.537709,1
2023-02-06 14:10:04,0.0,0.277489,0.0,0.201667,0.0,0.187932,0.0,0.415129,0.21159,0.477961,0.501863,0.620051,0.332616,0.614938,0.0,0.388854,0.610773,0.686074,0.0,0.372221,0.426204,0.42429,0.140644,0.456288,0.394178,0.463594,0.18527,0.492082,0.0,0.398868,0.919496,0.736884,1.0,0.870481,1.0,0.782521,0.072996,0.444008,0.126531,0.469905,1
2023-02-06 14:10:06,0.0,0.29,0.0,0.200142,0.0,0.207584,0.0,0.438636,0.397965,0.592701,0.498326,0.648783,0.311291,0.628078,0.0,0.408365,0.467508,0.647227,0.0,0.403747,0.470524,0.479557,0.127034,0.486007,0.693846,0.64629,0.165236,0.522529,0.0,0.412623,0.916586,0.760398,1.0,0.925005,1.0,0.809893,0.139082,0.498104,0.170096,0.516744,1
2023-02-06 14:10:08,0.0,0.32315,0.0,0.27362,0.0,0.263275,0.0,0.467142,0.525183,0.703663,0.468065,0.683683,0.368977,0.67066,0.0,0.444293,0.254912,0.591892,0.0,0.437339,0.482106,0.534403,0.135298,0.537055,0.921267,0.821845,0.195604,0.582869,0.0,0.452665,0.919496,0.792431,1.0,0.912136,1.0,0.845793,0.199189,0.560863,0.227742,0.576681,1
2023-02-06 14:10:10,0.0,0.247189,0.0,0.267629,0.0,0.2586,0.0,0.403841,0.551554,0.672424,0.454586,0.618424,0.455487,0.616354,0.0,0.391247,0.091948,0.452535,0.0,0.39437,0.478266,0.472161,0.166186,0.495878,0.991766,0.826973,0.253872,0.549875,0.0,0.395547,0.919496,0.729951,1.0,0.837733,1.0,0.768391,0.229304,0.51619,0.274796,0.534663,1
2023-02-06 14:10:12,0.0,0.251176,0.0,0.34308,0.0,0.342179,0.0,0.425404,0.518655,0.706988,0.468569,0.656769,0.510425,0.657891,0.0,0.417198,0.042147,0.440402,0.0,0.428894,0.474389,0.505461,0.188575,0.539021,0.946573,0.877334,0.283254,0.598953,0.0,0.419251,0.916586,0.753627,1.0,0.854038,1.0,0.794793,0.22969,0.549347,0.292378,0.572673,1
