timestamp,m1_speed_baseband,m1_speed_original_bits,m1_speed_ask_recovered,o7_valve_baseband,o7_valve_original_bits,o7_valve_ask_recovered,o8_compressor_baseband,o8_compressor_original_bits,o8_compressor_ask_recovered,current_task_baseband,current_task_original_bits,current_task_ask_recovered,current_task_duration_baseband,current_task_duration_original_bits,current_task_duration_ask_recovered,current_sub_task_baseband,current_sub_task_original_bits,current_sub_task_ask_recovered,i1_light_barrier_baseband,i1_light_barrier_original_bits,i1_light_barrier_ask_recovered,i3_light_barrier_baseband,i3_light_barrier_original_bits,i3_light_barrier_ask_recovered,i2_color_sensor_baseband,i2_color_sensor_original_bits,i2_color_sensor_ask_recovered,i6_light_barrier_baseband,i6_light_barrier_original_bits,i6_light_barrier_ask_recovered,i7_light_barrier_baseband,i7_light_barrier_original_bits,i7_light_barrier_ask_recovered,i8_light_barrier_baseband,i8_light_barrier_original_bits,i8_light_barrier_ask_recovered,o5_valve_baseband,o5_valve_original_bits,o5_valve_ask_recovered,current_state_binary
2023-02-06 14:08:36,0.135961,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:38,0.149371,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:40,0.149371,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:42,0.130111,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:44,0.115799,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:46,0.133128,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:48,0.167493,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:50,0.167493,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.870647,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:52,0.111954,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:54,0.064993,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:56,0.136733,0,0,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:08:58,0.371442,0,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:00,0.682692,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:02,0.9174,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:04,0.989141,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:06,0.94218,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:08,0.88664,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:10,0.88664,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:12,0.921006,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:14,0.938335,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:16,0.924023,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:18,0.904763,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:20,0.904763,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:22,0.918172,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:24,0.925074,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:26,0.91935,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:28,0.911715,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:30,0.911715,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.870647,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:32,0.916781,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:34,0.919295,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:36,0.917299,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:38,0.914761,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:40,0.914761,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:42,0.916297,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:44,0.91704,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:46,0.916442,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:48,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:50,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:52,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:54,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:56,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:09:58,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.870647,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:00,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:02,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:04,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:06,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:08,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:10,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:12,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:14,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:16,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:18,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:20,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:22,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:24,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:26,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:28,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:30,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:32,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:34,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:36,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:38,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:40,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:42,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:44,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:46,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:48,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:50,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:52,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:54,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:56,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:10:58,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:00,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:02,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:04,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:06,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.873134,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:08,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:10,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:12,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:14,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:16,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:18,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.881841,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:20,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:22,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:24,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:26,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:28,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:30,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:32,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.879353,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
2023-02-06 14:11:34,0.915621,1,1,0.0,0,0,0.151421,0,0,0.0,0,0,0.089556,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.875622,1,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1.0
