timestamp,i1_pos_switch_baseband,i1_pos_switch_am_demodulated,i2_pos_switch_baseband,i2_pos_switch_am_demodulated,i3_pos_switch_baseband,i3_pos_switch_am_demodulated,i4_light_barrier_baseband,i4_light_barrier_am_demodulated,m1_speed_baseband,m1_speed_am_demodulated,m2_speed_baseband,m2_speed_am_demodulated,m3_speed_baseband,m3_speed_am_demodulated,o7_valve_baseband,o7_valve_am_demodulated,o8_compressor_baseband,o8_compressor_am_demodulated,current_task_baseband,current_task_am_demodulated,current_task_duration_baseband,current_task_duration_am_demodulated,current_sub_task_baseband,current_sub_task_am_demodulated,current_state_binary
2023-02-06 14:09:02,1.0,0.714074,0.0,0.432912,0.0,0.341331,0.0,0.373528,0.616474,0.693318,0.151421,0.435837,0.969594,0.766028,0.0,0.441008,0.129079,0.392336,0.0,0.336983,0.097206,0.410433,0.0,0.34586,1.0
2023-02-06 14:09:04,1.0,0.753318,0.0,0.467266,0.0,0.365589,0.0,0.401694,0.585147,0.722736,0.151421,0.46552,0.920323,0.792928,0.0,0.471198,0.129079,0.419753,0.0,0.359626,0.097206,0.439103,0.0,0.369581,1.0
2023-02-06 14:09:06,1.0,0.759127,0.0,0.476244,0.0,0.374471,0.0,0.411063,0.548098,0.724188,0.151421,0.476281,0.862052,0.789029,0.0,0.484507,0.129079,0.43466,0.0,0.368815,0.097206,0.449527,0.0,0.379026,1.0
2023-02-06 14:09:08,1.0,0.833123,0.0,0.550111,0.0,0.431149,0.0,0.475074,0.548098,0.794801,0.151421,0.5448,0.862052,0.85406,0.0,0.558834,0.129079,0.505711,0.0,0.423247,0.097206,0.515828,0.0,0.435675,1.0
2023-02-06 14:09:10,1.0,0.807515,0.0,0.505313,0.0,0.394241,0.0,0.436605,0.571023,0.763302,0.151421,0.508865,0.898108,0.829551,0.0,0.512129,0.129079,0.480439,0.0,0.385443,0.097206,0.47917,0.0,0.397624,1.0
2023-02-06 14:09:12,1.0,0.756683,0.0,0.445297,0.0,0.349075,0.0,0.386471,0.582582,0.716372,0.151421,0.45918,0.916289,0.788755,0.0,0.455411,0.129079,0.438191,0.0,0.341666,0.097206,0.429914,0.0,0.352594,1.0
2023-02-06 14:09:14,1.0,0.797587,0.0,0.484582,0.0,0.377294,0.0,0.418809,0.573035,0.749181,0.151421,0.492646,0.901273,0.818351,0.0,0.490625,0.129079,0.468645,0.0,0.368101,0.097206,0.462422,0.0,0.38012,1.0
2023-02-06 14:09:16,1.0,0.709949,0.0,0.39431,0.0,0.308785,0.0,0.341678,0.560187,0.663406,0.151421,0.411714,0.881066,0.738342,0.0,0.402137,0.129079,0.389321,0.0,0.302388,0.097206,0.383714,0.0,0.311939,1.0
2023-02-06 14:09:18,1.0,0.71163,0.0,0.403388,0.0,0.315486,0.0,0.348416,0.560187,0.670532,0.151421,0.416101,0.881066,0.745776,0.0,0.409325,0.129079,0.387305,0.0,0.309308,0.097206,0.388878,0.0,0.318697,1.0
2023-02-06 14:09:20,1.0,0.734186,0.0,0.438149,0.0,0.342697,0.0,0.377248,0.569132,0.704116,0.151421,0.442586,0.895135,0.77883,0.0,0.44284,0.129079,0.404097,0.0,0.33671,0.097206,0.416025,0.0,0.346342,1.0
2023-02-06 14:09:22,1.0,0.704076,0.0,0.41615,0.0,0.327843,0.0,0.359075,0.573736,0.685267,0.151421,0.421722,0.902376,0.762105,0.0,0.423803,0.129079,0.38048,0.0,0.323854,0.097206,0.396575,0.0,0.332511,1.0
2023-02-06 14:09:24,1.0,0.772899,0.0,0.489948,0.0,0.383193,0.0,0.421097,0.569918,0.750276,0.151421,0.485218,0.896371,0.821407,0.0,0.494106,0.129079,0.43868,0.0,0.376883,0.097206,0.458813,0.0,0.3873,1.0
2023-02-06 14:09:26,1.0,0.76683,0.0,0.482732,0.0,0.379417,0.0,0.41667,0.564825,0.743922,0.151421,0.482336,0.88836,0.813866,0.0,0.491034,0.129079,0.440851,0.0,0.373789,0.097206,0.455538,0.0,0.38421,1.0
2023-02-06 14:09:28,1.0,0.780238,0.0,0.48642,0.0,0.380998,0.0,0.420036,0.564825,0.748548,0.151421,0.488734,0.88836,0.817994,0.0,0.4939,0.129079,0.453512,0.0,0.37393,0.097206,0.460578,0.0,0.384993,1.0
2023-02-06 14:09:30,1.0,0.807381,0.0,0.506625,0.0,0.395554,0.0,0.437715,0.568204,0.768973,0.151421,0.509824,0.893676,0.836874,0.0,0.513614,0.129079,0.480136,0.0,0.386722,0.097206,0.48001,0.0,0.398805,1.0
2023-02-06 14:09:32,1.0,0.756977,0.0,0.447132,0.0,0.350768,0.0,0.388203,0.569881,0.717453,0.151421,0.460799,0.896313,0.789658,0.0,0.457404,0.129079,0.43885,0.0,0.343411,0.097206,0.431275,0.0,0.354382,1.0
2023-02-06 14:09:34,1.0,0.765715,0.0,0.449406,0.0,0.349806,0.0,0.388446,0.56855,0.718652,0.151421,0.461464,0.894219,0.791596,0.0,0.454907,0.129079,0.439166,0.0,0.340814,0.097206,0.431512,0.0,0.351999,1.0
2023-02-06 14:09:36,1.0,0.75394,0.0,0.447711,0.0,0.35099,0.0,0.38793,0.566857,0.716493,0.151421,0.458861,0.891556,0.788957,0.0,0.456681,0.129079,0.432745,0.0,0.343935,0.097206,0.429989,0.0,0.354639,1.0
2023-02-06 14:09:38,1.0,0.744137,0.0,0.442632,0.0,0.346544,0.0,0.382264,0.566857,0.710543,0.151421,0.45038,0.891556,0.784342,0.0,0.449374,0.129079,0.418154,0.0,0.340036,0.097206,0.42274,0.0,0.350179,1.0
2023-02-06 14:09:40,1.0,0.720864,0.0,0.4216,0.0,0.329482,0.0,0.362767,0.567881,0.690408,0.151421,0.427745,0.893167,0.767022,0.0,0.425744,0.129079,0.390313,0.0,0.323698,0.097206,0.401611,0.0,0.332942,1.0
2023-02-06 14:09:42,1.0,0.70492,0.0,0.413681,0.0,0.325715,0.0,0.356943,0.568377,0.6836,0.151421,0.41994,0.893947,0.760529,0.0,0.42122,0.129079,0.37932,0.0,0.322025,0.097206,0.394965,0.0,0.330717,1.0
2023-02-06 14:09:44,1.0,0.750384,0.0,0.461108,0.0,0.360255,0.0,0.396104,0.567978,0.725101,0.151421,0.460073,0.89332,0.798736,0.0,0.464713,0.129079,0.416455,0.0,0.354214,0.097206,0.434211,0.0,0.364037,1.0
2023-02-06 14:09:46,1.0,0.716344,0.0,0.420333,0.0,0.330076,0.0,0.362829,0.567431,0.689565,0.151421,0.427809,0.892459,0.76555,0.0,0.427411,0.129079,0.3913,0.0,0.32527,0.097206,0.401841,0.0,0.334478,1.0
2023-02-06 14:09:48,1.0,0.763153,0.0,0.465797,0.0,0.36476,0.0,0.40223,0.567431,0.731697,0.151421,0.470628,0.892459,0.803647,0.0,0.472904,0.129079,0.436757,0.0,0.357953,0.097206,0.442728,0.0,0.368581,1.0
2023-02-06 14:09:50,1.0,0.827184,0.0,0.532455,0.0,0.415993,0.0,0.460013,0.567431,0.792105,0.151421,0.532313,0.892459,0.857951,0.0,0.539936,0.129079,0.500704,0.0,0.406628,0.097206,0.502055,0.0,0.419204,1.0
2023-02-06 14:09:52,1.0,0.765884,0.0,0.459749,0.0,0.360978,0.0,0.399288,0.567431,0.728023,0.151421,0.471848,0.892459,0.799129,0.0,0.470436,0.129079,0.448519,0.0,0.353528,0.097206,0.441945,0.0,0.364782,1.0
2023-02-06 14:09:54,1.0,0.779515,0.0,0.468462,0.0,0.365048,0.0,0.404886,0.567431,0.735422,0.151421,0.477927,0.892459,0.806853,0.0,0.474404,0.129079,0.453681,0.0,0.355595,0.097206,0.447555,0.0,0.367069,1.0
2023-02-06 14:09:56,1.0,0.771428,0.0,0.469494,0.0,0.36829,0.0,0.406807,0.567431,0.736545,0.151421,0.477966,0.892459,0.807471,0.0,0.478895,0.129079,0.449862,0.0,0.361014,0.097206,0.448682,0.0,0.372172,1.0
2023-02-06 14:09:58,1.0,0.776671,0.0,0.481832,0.0,0.377356,0.0,0.416106,0.567431,0.746116,0.151421,0.484857,0.892459,0.816646,0.0,0.489239,0.129079,0.450228,0.0,0.370288,0.097206,0.456695,0.0,0.381276,1.0
2023-02-06 14:10:00,1.0,0.788629,0.0,0.503423,0.0,0.393692,0.0,0.433236,0.567431,0.76365,0.151421,0.499257,0.892459,0.832965,0.0,0.508851,0.129079,0.456628,0.0,0.386838,0.097206,0.472366,0.0,0.397785,1.0
2023-02-06 14:10:02,1.0,0.690497,0.0,0.395211,0.0,0.310981,0.0,0.341001,0.567431,0.66665,0.151421,0.403662,0.892459,0.744865,0.0,0.402356,0.129079,0.364693,0.0,0.307825,0.097206,0.379234,0.0,0.316222,1.0
2023-02-06 14:10:04,1.0,0.724204,0.0,0.428942,0.0,0.334632,0.0,0.368105,0.567431,0.695918,0.151421,0.431528,0.892459,0.77208,0.0,0.431726,0.129079,0.390437,0.0,0.328942,0.097206,0.406398,0.0,0.338059,1.0
2023-02-06 14:10:06,1.0,0.760316,0.0,0.472319,0.0,0.370876,0.0,0.407702,0.567431,0.736608,0.151421,0.473512,0.892459,0.80802,0.0,0.480277,0.129079,0.433799,0.0,0.365571,0.097206,0.447047,0.0,0.375931,1.0
2023-02-06 14:10:08,1.0,0.689795,0.0,0.37734,0.0,0.295213,0.0,0.326048,0.567431,0.65195,0.151421,0.393327,0.892459,0.731458,0.0,0.383143,0.129079,0.365984,0.0,0.289479,0.097206,0.366409,0.0,0.298297,1.0
2023-02-06 14:10:10,1.0,0.723858,0.0,0.409056,0.0,0.319151,0.0,0.353472,0.567431,0.681128,0.151421,0.423681,0.892459,0.757864,0.0,0.414504,0.129079,0.399189,0.0,0.311414,0.097206,0.394924,0.0,0.32126,1.0
2023-02-06 14:10:12,1.0,0.754084,0.0,0.445095,0.0,0.349712,0.0,0.38678,0.567431,0.715622,0.151421,0.459298,0.892459,0.788408,0.0,0.455615,0.129079,0.436113,0.0,0.342536,0.097206,0.429225,0.0,0.353478,1.0
2023-02-06 14:10:14,1.0,0.742546,0.0,0.425342,0.0,0.331318,0.0,0.367665,0.567431,0.696254,0.151421,0.440017,0.892459,0.77156,0.0,0.43059,0.129079,0.418231,0.0,0.322112,0.097206,0.409894,0.0,0.332576,1.0
2023-02-06 14:10:16,1.0,0.741566,0.0,0.433743,0.0,0.340382,0.0,0.376169,0.567431,0.704404,0.151421,0.446938,0.892459,0.778519,0.0,0.442774,0.129079,0.421219,0.0,0.333577,0.097206,0.417828,0.0,0.344022,1.0
2023-02-06 14:10:18,1.0,0.72304,0.0,0.417123,0.0,0.3264,0.0,0.360259,0.567431,0.687834,0.151421,0.428109,0.892459,0.763966,0.0,0.423364,0.129079,0.397909,0.0,0.320099,0.097206,0.400705,0.0,0.329732,1.0
2023-02-06 14:10:20,1.0,0.731913,0.0,0.434298,0.0,0.339207,0.0,0.373668,0.567431,0.701483,0.151421,0.438978,0.892459,0.776564,0.0,0.438728,0.129079,0.402086,0.0,0.333125,0.097206,0.412957,0.0,0.342676,1.0
2023-02-06 14:10:22,1.0,0.751738,0.0,0.466955,0.0,0.367182,0.0,0.402939,0.567431,0.731951,0.151421,0.466933,0.892459,0.803862,0.0,0.475263,0.129079,0.423837,0.0,0.363336,0.097206,0.441805,0.0,0.373371,1.0
2023-02-06 14:10:24,1.0,0.741393,0.0,0.449196,0.0,0.350295,0.0,0.385436,0.567431,0.714029,0.151421,0.449179,0.892459,0.788176,0.0,0.452234,0.129079,0.407471,0.0,0.344261,0.097206,0.424086,0.0,0.353806,1.0
2023-02-06 14:10:26,1.0,0.703319,0.0,0.402915,0.0,0.316096,0.0,0.347803,0.567431,0.674264,0.151421,0.412632,0.892459,0.751589,0.0,0.409582,0.129079,0.377871,0.0,0.311806,0.097206,0.387174,0.0,0.320775,1.0
2023-02-06 14:10:28,1.0,0.704686,0.0,0.395104,0.0,0.309183,0.0,0.341339,0.567431,0.668107,0.151421,0.408875,0.892459,0.746137,0.0,0.401152,0.129079,0.380131,0.0,0.30324,0.097206,0.381741,0.0,0.312418,1.0
2023-02-06 14:10:30,1.0,0.727911,0.0,0.414105,0.0,0.323166,0.0,0.357848,0.567431,0.685499,0.151421,0.428378,0.892459,0.761886,0.0,0.419614,0.129079,0.403852,0.0,0.314978,0.097206,0.399211,0.0,0.324904,1.0
2023-02-06 14:10:32,1.0,0.714293,0.0,0.397565,0.0,0.312653,0.0,0.346026,0.567431,0.672862,0.151421,0.417936,0.892459,0.74996,0.0,0.407523,0.129079,0.397584,0.0,0.306139,0.097206,0.388078,0.0,0.316114,1.0
2023-02-06 14:10:34,1.0,0.736089,0.0,0.418603,0.0,0.326254,0.0,0.361842,0.567431,0.68987,0.151421,0.434082,0.892459,0.76593,0.0,0.423812,0.129079,0.412335,0.0,0.316827,0.097206,0.40373,0.0,0.327034,1.0
2023-02-06 14:10:36,1.0,0.749414,0.0,0.443431,0.0,0.348183,0.0,0.384614,0.567431,0.713221,0.151421,0.455503,0.892459,0.786672,0.0,0.452677,0.129079,0.428637,0.0,0.341315,0.097206,0.426097,0.0,0.351959,1.0
2023-02-06 14:10:38,1.0,0.726432,0.0,0.421224,0.0,0.329676,0.0,0.363789,0.567431,0.691666,0.151421,0.431637,0.892459,0.767481,0.0,0.427573,0.129079,0.400891,0.0,0.323409,0.097206,0.40423,0.0,0.333108,1.0
2023-02-06 14:10:40,1.0,0.747756,0.0,0.45284,0.0,0.353567,0.0,0.38947,0.567431,0.718387,0.151421,0.455026,0.892459,0.791808,0.0,0.45737,0.129079,0.416929,0.0,0.347222,0.097206,0.429002,0.0,0.357132,1.0
2023-02-06 14:10:42,1.0,0.759347,0.0,0.475276,0.0,0.373507,0.0,0.410123,0.567431,0.739791,0.151421,0.474184,0.892459,0.810812,0.0,0.483669,0.129079,0.430783,0.0,0.369922,0.097206,0.449315,0.0,0.380242,1.0
2023-02-06 14:10:44,1.0,0.727433,0.0,0.431886,0.0,0.336307,0.0,0.370229,0.567431,0.698476,0.151421,0.433656,0.892459,0.773933,0.0,0.434348,0.129079,0.393446,0.0,0.330426,0.097206,0.40914,0.0,0.339577,1.0
2023-02-06 14:10:46,1.0,0.728316,0.0,0.432162,0.0,0.339045,0.0,0.373034,0.567431,0.701277,0.151421,0.43824,0.892459,0.776063,0.0,0.439363,0.129079,0.401252,0.0,0.334756,0.097206,0.412705,0.0,0.344382,1.0
2023-02-06 14:10:48,1.0,0.769705,0.0,0.473589,0.0,0.370955,0.0,0.40906,0.567431,0.738723,0.151421,0.477703,0.892459,0.809958,0.0,0.480992,0.129079,0.443625,0.0,0.364026,0.097206,0.449617,0.0,0.37485,1.0
2023-02-06 14:10:50,1.0,0.76221,0.0,0.456346,0.0,0.356556,0.0,0.39431,0.567431,0.72299,0.151421,0.465447,0.892459,0.795769,0.0,0.462634,0.129079,0.438062,0.0,0.347544,0.097206,0.435515,0.0,0.358291,1.0
2023-02-06 14:10:52,1.0,0.750468,0.0,0.441463,0.0,0.347589,0.0,0.38419,0.567431,0.712462,0.151421,0.456843,0.892459,0.785978,0.0,0.452474,0.129079,0.433197,0.0,0.340592,0.097206,0.426053,0.0,0.351519,1.0
2023-02-06 14:10:54,1.0,0.798839,0.0,0.495182,0.0,0.38679,0.0,0.427933,0.567431,0.758383,0.151421,0.501299,0.892459,0.827979,0.0,0.501828,0.129079,0.474128,0.0,0.376048,0.097206,0.469659,0.0,0.387743,1.0
2023-02-06 14:10:56,1.0,0.781745,0.0,0.483517,0.0,0.37989,0.0,0.419259,0.567431,0.748821,0.151421,0.490486,0.892459,0.818865,0.0,0.493463,0.129079,0.460427,0.0,0.37258,0.097206,0.46051,0.0,0.384051,1.0
2023-02-06 14:10:58,1.0,0.733956,0.0,0.430598,0.0,0.337088,0.0,0.371871,0.567431,0.700052,0.151421,0.439724,0.892459,0.775043,0.0,0.437144,0.129079,0.408118,0.0,0.330807,0.097206,0.412291,0.0,0.340691,1.0
2023-02-06 14:11:00,1.0,0.755925,0.0,0.462459,0.0,0.360874,0.0,0.397561,0.567431,0.727065,0.151421,0.463175,0.892459,0.799544,0.0,0.466929,0.129079,0.424526,0.0,0.354372,0.097206,0.437295,0.0,0.364456,1.0
2023-02-06 14:11:02,1.0,0.763829,0.0,0.479991,0.0,0.376958,0.0,0.414199,0.567431,0.744401,0.151421,0.478265,0.892459,0.814817,0.0,0.488397,0.129079,0.434814,0.0,0.373702,0.097206,0.453725,0.0,0.384249,1.0
2023-02-06 14:11:04,1.0,0.750122,0.0,0.458859,0.0,0.357101,0.0,0.393172,0.567431,0.722783,0.151421,0.45688,0.892459,0.795712,0.0,0.46144,0.129079,0.41509,0.0,0.350813,0.097206,0.432459,0.0,0.360489,1.0
2023-02-06 14:11:06,1.0,0.75646,0.0,0.465772,0.0,0.365329,0.0,0.40205,0.567431,0.731668,0.151421,0.467714,0.892459,0.803401,0.0,0.473517,0.129079,0.428724,0.0,0.360823,0.097206,0.441986,0.0,0.37124,1.0
2023-02-06 14:11:08,1.0,0.777716,0.0,0.483334,0.0,0.378662,0.0,0.417513,0.567431,0.747433,0.151421,0.486316,0.892459,0.817804,0.0,0.490967,0.129079,0.451669,0.0,0.371607,0.097206,0.458075,0.0,0.382646,1.0
2023-02-06 14:11:10,1.0,0.784125,0.0,0.483048,0.0,0.377758,0.0,0.417352,0.567431,0.746881,0.151421,0.488949,0.892459,0.817498,0.0,0.489862,0.129079,0.45959,0.0,0.368154,0.097206,0.458421,0.0,0.379373,1.0
2023-02-06 14:11:12,1.0,0.775129,0.0,0.471536,0.0,0.371735,0.0,0.410512,0.567431,0.739529,0.151421,0.483737,0.892459,0.810639,0.0,0.483469,0.129079,0.457889,0.0,0.364426,0.097206,0.452121,0.0,0.376033,1.0
2023-02-06 14:11:14,1.0,0.808685,0.0,0.507574,0.0,0.396811,0.0,0.438625,0.567431,0.769145,0.151421,0.5123,0.892459,0.837878,0.0,0.5145,0.129079,0.484165,0.0,0.385448,0.097206,0.480058,0.0,0.397272,1.0
2023-02-06 14:11:16,1.0,0.834196,0.0,0.546127,0.0,0.429565,0.0,0.473665,0.567431,0.805647,0.151421,0.54619,0.892459,0.870447,0.0,0.557625,0.129079,0.512167,0.0,0.421484,0.097206,0.514989,0.0,0.434339,1.0
2023-02-06 14:11:18,1.0,0.806723,0.0,0.518391,0.0,0.406181,0.0,0.447651,0.567431,0.77901,0.151421,0.516803,0.892459,0.846377,0.0,0.526486,0.129079,0.479432,0.0,0.398758,0.097206,0.488272,0.0,0.410498,1.0
2023-02-06 14:11:20,1.0,0.792359,0.0,0.506426,0.0,0.395196,0.0,0.435297,0.567431,0.766491,0.151421,0.501441,0.892459,0.835,0.0,0.511455,0.129079,0.460025,0.0,0.388094,0.097206,0.475301,0.0,0.399079,1.0
2023-02-06 14:11:22,1.0,0.798696,0.0,0.52173,0.0,0.409518,0.0,0.450234,0.567431,0.782204,0.151421,0.51478,0.892459,0.848748,0.0,0.530802,0.129079,0.468806,0.0,0.406163,0.097206,0.490161,0.0,0.417733,1.0
2023-02-06 14:11:24,1.0,0.769707,0.0,0.482341,0.0,0.375056,0.0,0.413027,0.567431,0.743809,0.151421,0.476889,0.892459,0.814475,0.0,0.484894,0.129079,0.43368,0.0,0.368402,0.097206,0.452683,0.0,0.378518,1.0
2023-02-06 14:11:26,1.0,0.714117,0.0,0.414644,0.0,0.324929,0.0,0.357913,0.567431,0.685923,0.151421,0.422616,0.892459,0.761941,0.0,0.421473,0.129079,0.386848,0.0,0.321511,0.097206,0.39792,0.0,0.330932,1.0
2023-02-06 14:11:28,1.0,0.73929,0.0,0.438866,0.0,0.343315,0.0,0.378688,0.567431,0.706369,0.151421,0.446075,0.892459,0.780485,0.0,0.445089,0.129079,0.413475,0.0,0.336871,0.097206,0.41889,0.0,0.346863,1.0
2023-02-06 14:11:30,1.0,0.797418,0.0,0.499637,0.0,0.39106,0.0,0.431644,0.567431,0.761724,0.151421,0.503318,0.892459,0.83106,0.0,0.506855,0.129079,0.4722,0.0,0.381238,0.097206,0.472525,0.0,0.392696,1.0
