timestamp,i1_pos_switch_baseband,i1_pos_switch_original_bits,i1_pos_switch_ask_recovered,i2_pos_switch_baseband,i2_pos_switch_original_bits,i2_pos_switch_ask_recovered,i3_pos_switch_baseband,i3_pos_switch_original_bits,i3_pos_switch_ask_recovered,i4_light_barrier_baseband,i4_light_barrier_original_bits,i4_light_barrier_ask_recovered,m1_speed_baseband,m1_speed_original_bits,m1_speed_ask_recovered,m2_speed_baseband,m2_speed_original_bits,m2_speed_ask_recovered,m3_speed_baseband,m3_speed_original_bits,m3_speed_ask_recovered,current_task_baseband,current_task_original_bits,current_task_ask_recovered,current_task_duration_baseband,current_task_duration_original_bits,current_task_duration_ask_recovered,current_sub_task_baseband,current_sub_task_original_bits,current_sub_task_ask_recovered,current_pos_x_baseband,current_pos_x_original_bits,current_pos_x_ask_recovered,current_pos_y_baseband,current_pos_y_original_bits,current_pos_y_ask_recovered,target_pos_x_baseband,target_pos_x_original_bits,target_pos_x_ask_recovered,target_pos_y_baseband,target_pos_y_original_bits,target_pos_y_ask_recovered,i7_light_barrier_baseband,i7_light_barrier_original_bits,i7_light_barrier_ask_recovered,i8_color_sensor_baseband,i8_color_sensor_original_bits,i8_color_sensor_ask_recovered,o7_compressor_level_baseband,o7_compressor_level_original_bits,o7_compressor_level_ask_recovered,o8_valve_open_baseband,o8_valve_open_original_bits,o8_valve_open_ask_recovered,current_pos_z_baseband,current_pos_z_original_bits,current_pos_z_ask_recovered,target_pos_z_baseband,target_pos_z_original_bits,target_pos_z_ask_recovered,current_state_binary
2023-02-06 14:08:30,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.10481,0,0,0.076861,0,0,0.051478,0,0,0.5,0,0,0.091528,0,0,0.15,0,0,0.054155,0,0,0.113677,0,0,0.084462,0,0,0.15883,0,0,0.0,0,1,0.923375,1,1,0.0,0,0,0.0,0,0,0.045554,0,0,0.121469,0,0,0.0
2023-02-06 14:08:32,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.100783,0,0,0.073356,0,0,0.04716,0,0,0.5,0,0,0.091498,0,0,0.15,0,0,0.054145,0,0,0.113569,0,0,0.084447,0,0,0.15883,0,0,1.0,1,1,0.912706,1,1,0.0,0,0,0.0,0,0,0.045532,0,0,0.121448,0,0,0.0
2023-02-06 14:08:34,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.097764,0,0,0.07072,0,0,0.043924,0,0,0.5,0,0,0.091424,0,0,0.15,0,0,0.054137,0,0,0.113062,0,0,0.084436,0,0,0.15883,0,0,1.0,1,1,0.909796,1,1,0.0,0,0,0.0,0,0,0.045515,0,0,0.121433,0,0,0.0
2023-02-06 14:08:36,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.101404,0,0,0.073887,0,0,0.047827,0,0,0.5,0,0,0.091361,0,0,0.1,0,0,0.054147,0,0,0.11244,0,0,0.084449,0,0,0.15883,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.045536,0,0,0.121452,0,0,0.0
2023-02-06 14:08:38,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.108477,0,0,0.07915,0,0,0.05541,0,0,0.5,0,0,0.091373,0,0,0.1,0,0,0.054165,0,0,0.112871,0,0,0.084478,0,0,0.15883,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.045577,0,0,0.121491,0,0,0.0
2023-02-06 14:08:40,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.108477,0,0,0.078535,0,0,0.05541,0,0,0.5,0,0,0.091427,0,0,0.1,0,0,0.054165,0,0,0.114478,0,0,0.084478,0,0,0.15883,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.045577,0,0,0.121491,0,0,0.0
2023-02-06 14:08:42,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.098319,0,0,0.070699,0,0,0.044518,0,0,0.5,0,0,0.091389,0,0,0.9,1,1,0.054135,0,0,0.115364,0,0,0.084431,0,0,0.15883,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.045508,0,0,0.121427,0,0,0.0
2023-02-06 14:08:44,0.0,0,0,0.0,0,1,0.0,0,1,0.0,0,0,0.09077,0,0,0.066367,0,0,0.036889,0,0,0.5,0,0,0.091209,0,0,0.9,1,1,0.054075,0,0,0.113581,0,0,0.08432,0,0,0.15883,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.045476,0,0,0.121397,0,0,0.0
2023-02-06 14:08:46,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.09991,0,0,0.074716,0,0,0.046562,0,0,0.5,0,0,0.091068,0,0,0.9,1,0,0.054077,0,0,0.110558,0,0,0.084312,0,0,0.15883,0,0,0.0,0,0,0.770126,1,1,1.0,1,1,1.0,1,1,0.045449,0,0,0.121376,0,0,0.0
2023-02-06 14:08:48,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.118034,0,0,0.087099,0,0,0.065238,0,0,0.5,0,0,0.091179,0,0,0.1,0,0,0.054169,0,0,0.110658,0,0,0.084472,0,0,0.15883,0,0,0.0,0,0,0.026188,0,0,0.0,0,0,1.0,1,1,0.045485,0,0,0.121412,0,0,0.0
2023-02-06 14:08:50,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.118034,0,0,0.08303,0,0,0.06479,0,0,0.5,0,0,0.091426,0,0,0.1,0,0,0.054238,0,0,0.115521,0,0,0.084611,0,0,0.15883,0,0,0.0,0,0,0.035887,0,0,0.0,0,0,1.0,1,1,0.045545,0,0,0.121464,0,0,0.0
2023-02-06 14:08:52,0.0,0,0,1.0,1,1,0.0,0,0,0.0,0,0,0.088742,0,0,0.059574,0,0,0.03425,0,0,0.5,0,0,0.091392,0,0,0.1,0,0,0.054149,0,0,0.119521,0,0,0.084471,0,0,0.15883,0,0,0.0,0,0,0.039767,0,0,0.0,0,0,1.0,1,1,0.045546,0,0,0.121458,0,0,0.0
2023-02-06 14:08:54,1.0,1,0,1.0,1,1,1.0,1,0,0.0,0,0,0.063975,0,0,0.046069,0,0,0.009129,0,0,0.3,0,0,0.090946,0,0,0.15,0,0,0.053965,0,0,0.115492,0,0,0.084137,0,0,0.15883,0,0,0.0,0,0,0.044617,0,0,0.0,0,0,1.0,1,1,0.045459,0,0,0.121377,0,0,0.0
2023-02-06 14:08:56,0.0,0,0,1.0,1,0,0.0,0,0,0.0,0,0,0.102244,0,0,0.083634,0,0,0.049392,0,0,0.3,0,0,0.09126,0,0,0.15,0,0,0.054008,0,0,0.106296,0,0,0.084173,0,0,0.15883,0,0,0.0,0,0,0.039767,0,0,0.0,0,0,1.0,1,1,0.045468,0,0,0.121393,0,0,0.0
2023-02-06 14:08:58,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.225913,0,0,0.188942,0,0,0.180034,0,0,0.3,0,0,0.092071,0,0,0.15,0,0,0.05432,0,0,0.105352,0,0,0.084621,0,0,0.15883,0,0,0.0,0,0,0.042677,0,0,0.0,0,0,1.0,1,1,0.045462,0,0,0.121498,0,0,0.0
2023-02-06 14:09:00,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.38936,0,0,0.336249,0,0,0.354476,0,0,0.3,0,0,0.092161,0,0,0.55,1,1,0.054597,0,0,0.118452,0,0,0.084933,0,0,0.15883,0,0,0.0,0,0,0.044617,0,0,1.0,1,1,1.0,1,1,0.045484,0,0,0.121486,0,0,0.0
2023-02-06 14:09:02,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.512728,1,1,0.469187,0,0,0.489311,0,0,0.3,0,0,0.090907,0,0,0.1,0,1,0.054474,0,0,0.130758,0,0,0.084493,0,0,0.157567,0,0,0.0,0,0,0.795344,1,1,1.0,1,1,1.0,1,1,0.045542,0,0,0.121356,0,0,0.0
2023-02-06 14:09:04,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.551375,1,1,0.533941,1,0,0.53375,1,0,0.3,0,0,0.089848,0,0,0.1,0,0,0.054112,0,0,0.122579,0,0,0.083708,0,0,0.15791,0,0,0.0,0,0,0.914646,1,1,1.0,1,1,1.0,1,1,0.045569,0,0,0.121278,0,0,0.0
2023-02-06 14:09:06,0.0,0,0,1.0,1,1,0.0,0,1,0.0,0,0,0.527946,1,0,0.513271,1,0,0.506981,1,0,0.3,0,0,0.091083,0,0,0.15,0,1,0.054125,0,0,0.099635,0,0,0.083785,0,0,0.159973,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.045502,0,0,0.121427,0,0,0.0
2023-02-06 14:09:08,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.498368,0,0,0.44692,0,0,0.469404,0,0,0.3,0,0,0.093607,0,0,0.95,1,1,0.054692,0,0,0.09459,0,0,0.08498,0,0,0.161192,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.045436,0,0,0.121767,0,0,0.0
2023-02-06 14:09:10,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.496423,0,0,0.413695,0,0,0.465544,0,0,0.3,0,0,0.093425,0,0,0.95,1,1,0.054989,0,0,0.123997,0,0,0.085701,0,0,0.15883,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.045498,0,0,0.121727,0,0,0.0
2023-02-06 14:09:12,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.513516,1,1,0.464312,0,0,0.490769,0,0,0.3,0,0,0.089153,0,0,0.95,1,1,0.054229,0,0,0.152474,0,0,0.084404,0,0,0.154926,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.045482,0,0,0.121005,0,0,0.0
2023-02-06 14:09:14,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.524936,1,1,0.549239,1,0,0.510464,1,0,0.3,0,0,0.085744,0,0,0.95,1,1,0.053118,0,0,0.127326,0,0,0.082355,0,0,0.155759,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.045278,0,0,0.120423,0,0,0.0
2023-02-06 14:09:16,0.0,0,0,1.0,1,1,0.0,0,0,0.0,0,0,0.520604,1,1,0.536647,1,0,0.50157,1,0,0.3,0,0,0.089843,0,0,0.95,1,1,0.053561,0,0,0.06459,0,0,0.083208,0,0,0.162697,0,0,0.0,0,0,0.926285,1,1,1.0,1,1,1.0,1,1,0.045904,0,0,0.121801,0,0,0.0
2023-02-06 14:09:18,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.509005,1,1,0.349011,0,0,0.476132,0,0,0.0,0,0,0.102933,0,0,0.0,0,0,0.056461,0,0,0.078126,0,0,0.088077,0,0,0.166624,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.049643,0,0,0.126565,0,0,1.0
2023-02-06 14:09:20,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.50337,1,1,0.094904,0,0,0.465597,0,0,0.0,0,0,0.124243,0,0,0.0,0,0,0.060121,0,0,0.279192,0,1,0.09494,0,0,0.15873,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.058012,0,0,0.133995,0,0,1.0
2023-02-06 14:09:22,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.508454,1,1,0.020213,0,0,0.487266,0,0,0.0,0,0,0.157256,0,0,0.0,0,0,0.061635,0,0,0.626506,1,1,0.099258,0,0,0.146911,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.068318,0,0,0.14137,0,0,1.0
2023-02-06 14:09:24,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.518651,1,1,0.271547,0,0,0.519892,1,0,0.0,0,0,0.209197,0,0,0.0,0,0,0.060268,0,0,0.901495,1,1,0.098502,0,0,0.149942,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.073427,0,0,0.144965,0,0,1.0
2023-02-06 14:09:26,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.523118,1,1,0.702029,1,1,0.51739,1,0,0.0,0,0,0.276474,0,0,0.0,0,0,0.058938,0,0,0.881428,1,1,0.095494,0,0,0.169552,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.068175,0,0,0.142481,0,0,1.0
2023-02-06 14:09:28,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.515143,1,1,0.960796,1,1,0.453955,0,0,0.0,0,0,0.337833,0,0,0.0,0,0,0.061897,0,0,0.564292,1,1,0.09796,0,0,0.179563,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.057655,0,0,0.136206,0,0,1.0
2023-02-06 14:09:30,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.501429,1,1,0.821929,1,1,0.359774,0,0,0.0,0,0,0.374271,0,0,0.0,0,0,0.070938,0,0,0.208308,0,0,0.113777,0,0,0.158625,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.057172,0,0,0.134745,0,0,1.0
2023-02-06 14:09:32,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.499461,0,0,0.423384,0,1,0.30605,0,0,0.0,0,0,0.39778,0,0,0.0,0,0,0.08382,0,0,0.113931,0,0,0.14308,0,0,0.128754,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.079643,0,0,0.149199,0,0,1.0
2023-02-06 14:09:34,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.517943,1,0,0.14714,0,0,0.343359,0,0,0.0,0,0,0.44678,0,0,0.0,0,0,0.095805,0,0,0.343325,0,0,0.173212,0,0,0.136671,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.120563,0,0,0.182667,0,0,1.0
2023-02-06 14:09:36,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.53911,1,1,0.245314,0,1,0.449104,0,1,0.0,0,0,0.538143,1,1,0.0,0,0,0.102261,0,0,0.655956,1,0,0.185456,0,0,0.185964,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.157196,0,0,0.221125,0,0,1.0
2023-02-06 14:09:38,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.52922,1,1,0.596256,1,1,0.539629,1,1,0.0,0,0,0.625441,1,1,0.0,0,0,0.100676,0,0,0.735078,1,1,0.172551,0,0,0.212171,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.166556,0,0,0.238665,0,0,1.0
2023-02-06 14:09:40,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.473755,0,1,0.841099,1,1,0.541346,1,1,0.0,0,0,0.623217,1,1,0.0,0,0,0.092167,0,0,0.489709,0,1,0.149113,0,0,0.158375,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.146349,0,0,0.219021,0,0,1.0
2023-02-06 14:09:42,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.399804,0,0,0.74923,1,1,0.454434,0,1,0.0,0,0,0.489708,0,1,0.0,0,0,0.082149,0,0,0.138831,0,0,0.138333,0,0,0.07224,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.117579,0,0,0.174941,0,0,1.0
2023-02-06 14:09:44,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.35776,0,0,0.432286,0,1,0.349216,0,0,0.0,0,0,0.285551,0,0,0.0,0,0,0.078138,0,0,0.0,0,0,0.146213,0,0,0.086279,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.105548,0,0,0.1422,0,0,1.0
2023-02-06 14:09:46,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.379689,0,0,0.206351,0,0,0.303377,0,0,0.0,0,0,0.136834,0,0,0.0,0,0,0.084039,0,0,0.193067,0,1,0.155984,0,0,0.270513,0,1,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.118374,0,0,0.148497,0,0,1.0
2023-02-06 14:09:48,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.455048,0,1,0.272343,0,1,0.343575,0,0,0.0,0,0,0.127929,0,0,0.0,0,0,0.09526,0,0,0.542082,1,1,0.153631,0,0,0.521205,1,1,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.14346,0,0,0.186794,0,0,1.0
2023-02-06 14:09:50,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.539395,1,1,0.544841,1,1,0.440584,0,1,0.0,0,0,0.229457,0,0,0.0,0,0,0.101319,0,0,0.752474,1,1,0.150947,0,0,0.6366,1,1,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.161711,0,0,0.221788,0,0,1.0
2023-02-06 14:09:52,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.577827,1,1,0.771065,1,1,0.546051,1,1,0.0,0,0,0.336075,0,0,0.0,0,0,0.096643,0,0,0.674893,1,1,0.168725,0,0,0.517109,1,1,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.161827,0,0,0.223477,0,0,1.0
2023-02-06 14:09:54,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.528823,1,0,0.783673,1,1,0.625843,1,1,0.0,0,0,0.375047,0,0,0.0,0,0,0.090473,0,0,0.405719,0,1,0.197174,0,0,0.268531,0,1,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.142323,0,0,0.192293,0,0,1.0
2023-02-06 14:09:56,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.386912,0,0,0.626767,1,0,0.660834,1,1,0.0,0,0,0.371947,0,0,0.0,0,0,0.10443,0,0,0.158504,0,0,0.194028,0,0,0.090126,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.106902,0,0,0.151625,0,0,1.0
2023-02-06 14:09:58,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.202451,0,0,0.466617,0,0,0.636664,1,1,0.0,0,0,0.406397,0,1,0.0,0,0,0.156612,0,0,0.063538,0,0,0.14162,0,0,0.07693,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.064471,0,0,0.121785,0,0,1.0
2023-02-06 14:10:00,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.070585,0,0,0.416639,0,0,0.550369,1,1,0.0,0,0,0.508885,1,1,0.0,0,0,0.244939,0,0,0.090953,0,0,0.098967,0,0,0.155589,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.032561,0,0,0.10734,0,0,1.0
2023-02-06 14:10:02,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.073195,0,0,0.457735,0,0,0.429693,0,1,0.0,0,0,0.612117,1,1,0.0,0,0,0.345133,0,0,0.135823,0,0,0.16889,0,0,0.202723,0,0,0.0,0,0,0.921435,1,1,1.0,1,1,1.0,1,1,0.032406,0,0,0.107238,0,0,1.0
2023-02-06 14:10:04,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.21159,0,0,0.501863,1,0,0.332616,0,0,0.0,0,0,0.610773,1,1,0.0,0,0,0.426204,0,0,0.140644,0,0,0.394178,0,0,0.18527,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.072996,0,0,0.126531,0,0,1.0
2023-02-06 14:10:06,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.397965,0,1,0.498326,0,0,0.311291,0,0,0.0,0,0,0.467508,0,0,0.0,0,0,0.470524,0,0,0.127034,0,0,0.693846,1,1,0.165236,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.139082,0,0,0.170096,0,0,1.0
2023-02-06 14:10:08,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.525183,1,1,0.468065,0,0,0.368977,0,0,0.0,0,0,0.254912,0,0,0.0,0,0,0.482106,0,0,0.135298,0,0,0.921267,1,1,0.195604,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.199189,0,0,0.227742,0,0,1.0
2023-02-06 14:10:10,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.551554,1,1,0.454586,0,0,0.455487,0,1,0.0,0,0,0.091948,0,0,0.0,0,0,0.478266,0,0,0.166186,0,0,0.991766,1,1,0.253872,0,0,0.0,0,0,0.919496,1,1,1.0,1,1,1.0,1,1,0.229304,0,0,0.274796,0,0,1.0
2023-02-06 14:10:12,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.518655,1,1,0.468569,0,0,0.510425,1,1,0.0,0,0,0.042147,0,0,0.0,0,0,0.474389,0,0,0.188575,0,0,0.946573,1,1,0.283254,0,0,0.0,0,0,0.916586,1,1,1.0,1,1,1.0,1,1,0.22969,0,0,0.292378,0,0,1.0
2023-02-06 14:10:14,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.492885,0,1,0.485571,0,0,0.512691,1,0,0.1,0,0,0.073929,0,0,0.1,0,0,0.475297,0,0,0.184342,0,0,0.892188,1,1,0.267512,0,0,0.0,0,0,0.919496,1,1,0.0,0,1,1.0,1,1,0.219156,0,0,0.284585,0,0,0.0
2023-02-06 14:10:16,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.50037,1,1,0.484607,0,0,0.488305,0,0,0.1,0,0,0.111348,0,0,0.05,0,0,0.477771,0,0,0.167604,0,0,0.891705,1,1,0.241413,0,0,0.0,0,0,0.919496,1,1,0.0,0,0,1.0,1,1,0.214796,0,0,0.272078,0,0,0.0
2023-02-06 14:10:18,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.519408,1,1,0.471906,0,0,0.474347,0,0,0.1,0,0,0.111148,0,0,0.05,0,0,0.478202,0,0,0.161432,0,0,0.926035,1,1,0.238545,0,0,0.0,0,0,0.919496,1,1,0.0,0,0,1.0,1,1,0.219096,0,0,0.270404,0,0,0.0
2023-02-06 14:10:20,0.0,0,0,1.0,1,1,1.0,1,1,0.0,0,0,0.523539,1,1,0.466128,0,0,0.481871,0,0,0.1,0,0,0.087804,0,0,0.05,0,0,0.476867,0,0,0.169536,0,0,0.943847,1,1,0.254394,0,0,0.0,0,0,0.916586,1,1,0.0,0,0,1.0,1,1,0.223875,0,0,0.277375,0,0,0.0
