timestamp,i1_pos_switch_baseband,i1_pos_switch_am_demodulated,i2_pos_switch_baseband,i2_pos_switch_am_demodulated,m1_speed_baseband,m1_speed_am_demodulated,o7_valve_baseband,o7_valve_am_demodulated,o8_compressor_baseband,o8_compressor_am_demodulated,current_task_baseband,current_task_am_demodulated,current_task_duration_baseband,current_task_duration_am_demodulated,current_sub_task_baseband,current_sub_task_am_demodulated,i5_light_barrier_baseband,i5_light_barrier_am_demodulated,current_state_binary
2023-02-06 14:08:34,0.0,0.459747,0.0,0.466103,0.038482,0.50193,0.0,0.445964,0.151421,0.538911,0.0,0.430486,0.086602,0.540021,0.0,0.474051,0.0,0.465104,1.0
2023-02-06 14:08:36,0.0,0.452789,0.0,0.470263,0.042627,0.505373,0.0,0.450169,0.151421,0.541569,0.0,0.433138,0.086602,0.542177,0.0,0.481667,0.0,0.458063,1.0
2023-02-06 14:08:38,0.0,0.473227,0.0,0.484164,0.050682,0.522759,0.0,0.464893,0.151421,0.55417,0.0,0.445467,0.086602,0.557171,0.0,0.490625,0.0,0.480072,1.0
2023-02-06 14:08:40,0.0,0.470492,0.0,0.490028,0.050682,0.518675,0.0,0.473563,0.151421,0.555083,0.0,0.447766,0.086602,0.559583,0.0,0.493685,0.0,0.480116,1.0
2023-02-06 14:08:42,0.0,0.419705,0.0,0.444784,0.039113,0.446884,0.0,0.432712,0.151421,0.503925,0.0,0.403553,0.086602,0.507212,0.0,0.445168,0.0,0.430987,1.0
2023-02-06 14:08:44,0.0,0.44089,0.0,0.460754,0.030517,0.460151,0.0,0.449498,0.151421,0.518965,0.0,0.417483,0.086602,0.524408,0.0,0.456184,0.0,0.454019,1.0
2023-02-06 14:08:46,0.0,0.452788,0.0,0.48406,0.040925,0.489097,0.0,0.472487,0.151421,0.541401,0.0,0.437684,0.086602,0.54734,0.0,0.483045,0.0,0.466638,1.0
2023-02-06 14:08:48,0.0,0.422032,0.0,0.440536,0.061567,0.450966,0.0,0.428195,0.151421,0.500924,0.0,0.400453,0.086602,0.504189,0.0,0.439141,0.0,0.433109,1.0
2023-02-06 14:08:50,0.0,0.439308,0.0,0.457295,0.061567,0.485153,0.0,0.441965,0.151421,0.521527,0.0,0.417838,0.086602,0.524344,0.0,0.460532,0.0,0.448241,1.0
2023-02-06 14:08:52,0.0,0.428092,0.0,0.444803,0.028207,0.477323,0.0,0.4273,0.151421,0.512038,0.0,0.408607,0.086602,0.512932,0.0,0.452891,0.0,0.434282,1.0
2023-02-06 14:08:54,0.0,0.455489,0.0,0.462222,0.0,0.511594,0.0,0.442221,0.151421,0.533103,0.0,0.426646,0.086602,0.53488,0.0,0.469459,0.0,0.460228,1.0
2023-02-06 14:08:56,0.0,0.490148,0.0,0.508711,0.043091,0.603498,0.0,0.487665,0.151421,0.579158,0.0,0.46825,0.086602,0.58286,0.0,0.519931,0.0,0.496108,1.0
2023-02-06 14:08:58,0.0,0.457936,0.0,0.46944,0.184068,0.619914,0.0,0.450966,0.151421,0.537885,0.0,0.431529,0.086602,0.540597,0.0,0.475092,0.0,0.464417,1.0
2023-02-06 14:09:00,0.0,0.454992,0.0,0.473926,0.37102,0.700245,0.0,0.458116,0.151421,0.538446,0.0,0.432955,0.086602,0.542161,0.0,0.477235,0.0,0.464409,1.0
2023-02-06 14:09:02,0.0,0.43752,0.0,0.463807,0.511997,0.740124,0.0,0.451417,0.151421,0.523757,0.0,0.420809,0.086602,0.527721,0.0,0.46444,0.0,0.449813,1.0
2023-02-06 14:09:04,0.0,0.428741,0.0,0.44863,0.555088,0.7468,0.0,0.437662,0.151421,0.507769,0.0,0.406254,0.086602,0.511735,0.0,0.444051,0.0,0.441906,1.0
2023-02-06 14:09:06,0.0,0.443164,0.0,0.473951,0.526881,0.774156,0.0,0.462854,0.151421,0.532103,0.0,0.428582,0.086602,0.536892,0.0,0.473399,0.0,0.457464,1.0
2023-02-06 14:09:08,0.0,0.458304,0.0,0.478701,0.493521,0.777336,0.0,0.465203,0.151421,0.540476,0.0,0.435079,0.086602,0.545343,0.0,0.477293,0.0,0.470483,1.0
2023-02-06 14:09:10,0.0,0.508778,0.0,0.529606,0.493521,0.844676,0.0,0.511942,0.151421,0.595493,0.0,0.483853,0.086602,0.602163,0.0,0.533208,0.0,0.519196,1.0
2023-02-06 14:09:12,0.0,0.480991,0.0,0.499439,0.514163,0.81388,0.0,0.480031,0.151421,0.567263,0.0,0.458779,0.086602,0.571572,0.0,0.50818,0.0,0.487891,1.0
2023-02-06 14:09:14,0.0,0.450394,0.0,0.456635,0.524572,0.768822,0.0,0.436518,0.151421,0.526826,0.0,0.421556,0.086602,0.528782,0.0,0.463455,0.0,0.454226,1.0
2023-02-06 14:09:16,0.0,0.468144,0.0,0.485304,0.515975,0.800032,0.0,0.465223,0.151421,0.554335,0.0,0.446947,0.086602,0.557489,0.0,0.496121,0.0,0.473437,1.0
2023-02-06 14:09:18,0.0,0.412443,0.0,0.422283,0.504406,0.718436,0.0,0.405299,0.151421,0.48904,0.0,0.388352,0.086602,0.489588,0.0,0.427346,0.0,0.417615,1.0
2023-02-06 14:09:20,0.0,0.412443,0.0,0.429413,0.504406,0.72516,0.0,0.414732,0.151421,0.49302,0.0,0.392607,0.086602,0.494378,0.0,0.433064,0.0,0.42059,1.0
2023-02-06 14:09:22,0.0,0.429042,0.0,0.454146,0.512461,0.757,0.0,0.441863,0.151421,0.514729,0.0,0.41234,0.086602,0.517813,0.0,0.455272,0.0,0.441205,1.0
2023-02-06 14:09:24,0.0,0.418018,0.0,0.437924,0.516606,0.738769,0.0,0.427058,0.151421,0.497424,0.0,0.396451,0.086602,0.500241,0.0,0.433634,0.0,0.431108,1.0
2023-02-06 14:09:26,0.0,0.458683,0.0,0.490394,0.513168,0.801345,0.0,0.479059,0.151421,0.549398,0.0,0.443586,0.086602,0.554612,0.0,0.490322,0.0,0.474124,1.0
2023-02-06 14:09:28,0.0,0.462662,0.0,0.483554,0.508582,0.795031,0.0,0.469795,0.151421,0.545806,0.0,0.43945,0.086602,0.550572,0.0,0.4823,0.0,0.475082,1.0
2023-02-06 14:09:30,0.0,0.466652,0.0,0.486144,0.508582,0.799411,0.0,0.470036,0.151421,0.550855,0.0,0.444039,0.086602,0.555235,0.0,0.48941,0.0,0.476327,1.0
2023-02-06 14:09:32,0.0,0.481647,0.0,0.499894,0.511625,0.818787,0.0,0.480772,0.151421,0.567496,0.0,0.459085,0.086602,0.572132,0.0,0.508136,0.0,0.488611,1.0
2023-02-06 14:09:34,0.0,0.451032,0.0,0.457202,0.513135,0.768772,0.0,0.436848,0.151421,0.526795,0.0,0.422013,0.086602,0.529261,0.0,0.463572,0.0,0.454157,1.0
2023-02-06 14:09:36,0.0,0.445076,0.0,0.460681,0.511936,0.770619,0.0,0.441442,0.151421,0.528768,0.0,0.424678,0.086602,0.531138,0.0,0.471374,0.0,0.449482,1.0
2023-02-06 14:09:38,0.0,0.447531,0.0,0.458346,0.510412,0.768109,0.0,0.439907,0.151421,0.525813,0.0,0.421379,0.086602,0.52853,0.0,0.463429,0.0,0.452835,1.0
2023-02-06 14:09:40,0.0,0.437977,0.0,0.456202,0.510412,0.762954,0.0,0.440965,0.151421,0.520301,0.0,0.416773,0.086602,0.523084,0.0,0.459403,0.0,0.447027,1.0
2023-02-06 14:09:42,0.0,0.417888,0.0,0.443259,0.511334,0.744304,0.0,0.431725,0.151421,0.503665,0.0,0.402211,0.086602,0.505899,0.0,0.444436,0.0,0.430572,1.0
2023-02-06 14:09:44,0.0,0.416307,0.0,0.436774,0.511781,0.737184,0.0,0.425928,0.151421,0.496679,0.0,0.395156,0.086602,0.498882,0.0,0.432401,0.0,0.429801,1.0
2023-02-06 14:09:46,0.0,0.440326,0.0,0.471089,0.511422,0.777918,0.0,0.460478,0.151421,0.530366,0.0,0.426124,0.086602,0.534071,0.0,0.471445,0.0,0.455942,1.0
2023-02-06 14:09:48,0.0,0.42182,0.0,0.441222,0.510929,0.742917,0.0,0.428596,0.151421,0.50275,0.0,0.40088,0.086602,0.50499,0.0,0.440125,0.0,0.433348,1.0
2023-02-06 14:09:50,0.0,0.453112,0.0,0.472065,0.510929,0.783149,0.0,0.456425,0.151421,0.536445,0.0,0.431181,0.086602,0.540074,0.0,0.475261,0.0,0.462507,1.0
2023-02-06 14:09:52,0.0,0.498707,0.0,0.517202,0.510929,0.840903,0.0,0.4975,0.151421,0.584978,0.0,0.475085,0.086602,0.59089,0.0,0.525649,0.0,0.50569,1.0
2023-02-06 14:09:54,0.0,0.459299,0.0,0.465433,0.510929,0.778401,0.0,0.444479,0.151421,0.534637,0.0,0.429557,0.086602,0.538059,0.0,0.471445,0.0,0.461724,1.0
2023-02-06 14:09:56,0.0,0.457675,0.0,0.473208,0.510929,0.786707,0.0,0.453671,0.151421,0.541261,0.0,0.436278,0.086602,0.544801,0.0,0.483867,0.0,0.461997,1.0
2023-02-06 14:09:58,0.0,0.461641,0.0,0.473066,0.510929,0.786967,0.0,0.454063,0.151421,0.540521,0.0,0.434744,0.086602,0.544298,0.0,0.477919,0.0,0.466847,1.0
2023-02-06 14:10:00,0.0,0.463751,0.0,0.482966,0.510929,0.796925,0.0,0.466789,0.151421,0.547732,0.0,0.441292,0.086602,0.551947,0.0,0.486468,0.0,0.473241,1.0
2023-02-06 14:10:02,0.0,0.471353,0.0,0.499388,0.510929,0.814586,0.0,0.486358,0.151421,0.561195,0.0,0.453354,0.086602,0.566141,0.0,0.50106,0.0,0.485885,1.0
2023-02-06 14:10:04,0.0,0.403972,0.0,0.42465,0.510929,0.720939,0.0,0.414203,0.151421,0.484338,0.0,0.383798,0.086602,0.485445,0.0,0.420092,0.0,0.417731,1.0
2023-02-06 14:10:06,0.0,0.418932,0.0,0.449429,0.510929,0.750378,0.0,0.439943,0.151421,0.508491,0.0,0.406247,0.086602,0.510594,0.0,0.450037,0.0,0.435111,1.0
2023-02-06 14:10:08,0.0,0.455788,0.0,0.477013,0.510929,0.787809,0.0,0.46324,0.151421,0.539492,0.0,0.433391,0.086602,0.543341,0.0,0.476048,0.0,0.468347,1.0
2023-02-06 14:10:10,0.0,0.395836,0.0,0.411452,0.510929,0.706881,0.0,0.397357,0.151421,0.474679,0.0,0.376172,0.086602,0.475154,0.0,0.414531,0.0,0.403418,1.0
2023-02-06 14:10:12,0.0,0.417683,0.0,0.432669,0.510929,0.734881,0.0,0.416002,0.151421,0.498182,0.0,0.397745,0.086602,0.499878,0.0,0.440087,0.0,0.423036,1.0
2023-02-06 14:10:14,0.0,0.449625,0.0,0.455268,0.510929,0.766299,0.0,0.434429,0.151421,0.523958,0.0,0.420203,0.086602,0.527215,0.0,0.460743,0.0,0.451081,1.0
2023-02-06 14:10:16,0.0,0.429662,0.0,0.443267,0.510929,0.749406,0.0,0.424675,0.151421,0.510468,0.0,0.409244,0.086602,0.512922,0.0,0.453879,0.0,0.432813,1.0
2023-02-06 14:10:18,0.0,0.438739,0.0,0.448416,0.510929,0.756103,0.0,0.429754,0.151421,0.51524,0.0,0.412443,0.086602,0.518024,0.0,0.452983,0.0,0.442536,1.0
2023-02-06 14:10:20,0.0,0.421375,0.0,0.438728,0.510929,0.74123,0.0,0.423902,0.151421,0.502501,0.0,0.400997,0.086602,0.504398,0.0,0.442135,0.0,0.429827,1.0
2023-02-06 14:10:22,0.0,0.42681,0.0,0.452034,0.510929,0.75517,0.0,0.440233,0.151421,0.51334,0.0,0.410511,0.086602,0.515554,0.0,0.453955,0.0,0.440227,1.0
2023-02-06 14:10:24,0.0,0.450817,0.0,0.474119,0.510929,0.783178,0.0,0.461994,0.151421,0.535284,0.0,0.428775,0.086602,0.53848,0.0,0.469936,0.0,0.466016,1.0
2023-02-06 14:10:26,0.0,0.432155,0.0,0.463367,0.510929,0.767776,0.0,0.453692,0.151421,0.523159,0.0,0.419023,0.086602,0.525561,0.0,0.464529,0.0,0.449445,1.0
2023-02-06 14:10:28,0.0,0.410143,0.0,0.429859,0.510929,0.728138,0.0,0.417547,0.151421,0.491331,0.0,0.390244,0.086602,0.492408,0.0,0.428708,0.0,0.421962,1.0
2023-02-06 14:10:30,0.0,0.407293,0.0,0.423637,0.510929,0.722328,0.0,0.409264,0.151421,0.487097,0.0,0.387203,0.086602,0.488203,0.0,0.426709,0.0,0.41524,1.0
2023-02-06 14:10:32,0.0,0.421398,0.0,0.435731,0.510929,0.739171,0.0,0.418715,0.151421,0.50145,0.0,0.401013,0.086602,0.503664,0.0,0.443709,0.0,0.426068,1.0
2023-02-06 14:10:34,0.0,0.419044,0.0,0.422603,0.510929,0.725373,0.0,0.402268,0.151421,0.490288,0.0,0.390536,0.086602,0.492315,0.0,0.427513,0.0,0.418568,1.0
2023-02-06 14:10:36,0.0,0.425575,0.0,0.438165,0.510929,0.743476,0.0,0.419732,0.151421,0.505142,0.0,0.404889,0.086602,0.507843,0.0,0.448824,0.0,0.428017,1.0
2023-02-06 14:10:38,0.0,0.445125,0.0,0.455017,0.510929,0.764537,0.0,0.436019,0.151421,0.52173,0.0,0.418405,0.086602,0.525138,0.0,0.459281,0.0,0.448541,1.0
2023-02-06 14:10:40,0.0,0.423979,0.0,0.441562,0.510929,0.744879,0.0,0.426761,0.151421,0.505348,0.0,0.403456,0.086602,0.507369,0.0,0.444755,0.0,0.432653,1.0
2023-02-06 14:10:42,0.0,0.438428,0.0,0.464846,0.510929,0.771328,0.0,0.453063,0.151421,0.526588,0.0,0.422046,0.086602,0.529142,0.0,0.467046,0.0,0.453009,1.0
2023-02-06 14:10:44,0.0,0.455853,0.0,0.480341,0.510929,0.790483,0.0,0.468091,0.151421,0.541694,0.0,0.434062,0.086602,0.544674,0.0,0.475984,0.0,0.471926,1.0
2023-02-06 14:10:46,0.0,0.42018,0.0,0.451689,0.510929,0.752884,0.0,0.442925,0.151421,0.511472,0.0,0.408238,0.086602,0.51274,0.0,0.453242,0.0,0.438525,1.0
2023-02-06 14:10:48,0.0,0.428905,0.0,0.450242,0.510929,0.753796,0.0,0.437506,0.151421,0.512197,0.0,0.408392,0.086602,0.513931,0.0,0.448708,0.0,0.441901,1.0
2023-02-06 14:10:50,0.0,0.458658,0.0,0.477286,0.510929,0.789831,0.0,0.461268,0.151421,0.541933,0.0,0.436114,0.086602,0.545885,0.0,0.480584,0.0,0.467796,1.0
2023-02-06 14:10:52,0.0,0.449443,0.0,0.4642,0.510929,0.775156,0.0,0.446181,0.151421,0.530519,0.0,0.427315,0.086602,0.534654,0.0,0.472534,0.0,0.454113,1.0
2023-02-06 14:10:54,0.0,0.448518,0.0,0.452461,0.510929,0.763286,0.0,0.430605,0.151421,0.520602,0.0,0.417911,0.086602,0.524741,0.0,0.457022,0.0,0.447255,1.0
2023-02-06 14:10:56,0.0,0.476231,0.0,0.489929,0.510929,0.809161,0.0,0.469808,0.151421,0.558039,0.0,0.452488,0.086602,0.564051,0.0,0.500952,0.0,0.47902,1.0
2023-02-06 14:10:58,0.0,0.471384,0.0,0.482452,0.510929,0.798686,0.0,0.462518,0.151421,0.549367,0.0,0.443327,0.086602,0.554537,0.0,0.486482,0.0,0.474908,1.0
2023-02-06 14:11:00,0.0,0.430019,0.0,0.448031,0.510929,0.752886,0.0,0.43314,0.151421,0.511858,0.0,0.409211,0.086602,0.514188,0.0,0.451022,0.0,0.439031,1.0
2023-02-06 14:11:02,0.0,0.444124,0.0,0.471536,0.510929,0.779568,0.0,0.460012,0.151421,0.533533,0.0,0.428002,0.086602,0.536084,0.0,0.474059,0.0,0.459895,1.0
2023-02-06 14:11:04,0.0,0.458431,0.0,0.484164,0.510929,0.794674,0.0,0.471877,0.151421,0.545614,0.0,0.437133,0.086602,0.548198,0.0,0.479649,0.0,0.475448,1.0
2023-02-06 14:11:06,0.0,0.436876,0.0,0.470288,0.510929,0.776002,0.0,0.461681,0.151421,0.530695,0.0,0.424996,0.086602,0.532352,0.0,0.472451,0.0,0.45738,1.0
2023-02-06 14:11:08,0.0,0.450654,0.0,0.473561,0.510929,0.782717,0.0,0.460105,0.151421,0.536059,0.0,0.429456,0.086602,0.538679,0.0,0.472097,0.0,0.464622,1.0
2023-02-06 14:11:10,0.0,0.465217,0.0,0.483909,0.510929,0.798153,0.0,0.467601,0.151421,0.548724,0.0,0.442211,0.086602,0.553069,0.0,0.487236,0.0,0.474309,1.0
2023-02-06 14:11:12,0.0,0.467319,0.0,0.482028,0.510929,0.798126,0.0,0.463393,0.151421,0.548788,0.0,0.443858,0.086602,0.554264,0.0,0.490538,0.0,0.471767,1.0
2023-02-06 14:11:14,0.0,0.46937,0.0,0.472825,0.510929,0.7893,0.0,0.449485,0.151421,0.541266,0.0,0.436732,0.086602,0.54712,0.0,0.476904,0.0,0.466532,1.0
2023-02-06 14:11:16,0.0,0.485011,0.0,0.497699,0.510929,0.819682,0.0,0.477175,0.151421,0.566056,0.0,0.460102,0.086602,0.573146,0.0,0.509047,0.0,0.486882,1.0
2023-02-06 14:11:18,0.0,0.513691,0.0,0.524979,0.510929,0.853025,0.0,0.502852,0.151421,0.593063,0.0,0.482492,0.086602,0.60092,0.0,0.5289,0.0,0.516337,1.0
2023-02-06 14:11:20,0.0,0.487623,0.0,0.507998,0.510929,0.828356,0.0,0.491168,0.151421,0.573224,0.0,0.463975,0.086602,0.578745,0.0,0.511341,0.0,0.497842,1.0
2023-02-06 14:11:22,0.0,0.472277,0.0,0.501673,0.510929,0.81715,0.0,0.489713,0.151421,0.56444,0.0,0.455377,0.086602,0.568213,0.0,0.504731,0.0,0.489946,1.0
2023-02-06 14:11:24,0.0,0.485141,0.0,0.513389,0.510929,0.830578,0.0,0.500294,0.151421,0.575422,0.0,0.463329,0.086602,0.578897,0.0,0.508836,0.0,0.503841,1.0
2023-02-06 14:11:26,0.0,0.450881,0.0,0.486545,0.510929,0.795919,0.0,0.478427,0.151421,0.54743,0.0,0.439546,0.086602,0.54926,0.0,0.489462,0.0,0.474167,1.0
2023-02-06 14:11:28,0.0,0.416511,0.0,0.439214,0.510929,0.738823,0.0,0.4271,0.151421,0.500738,0.0,0.397578,0.086602,0.501024,0.0,0.437138,0.0,0.430783,1.0
2023-02-06 14:11:30,0.0,0.434422,0.0,0.453942,0.510929,0.759063,0.0,0.439645,0.151421,0.517352,0.0,0.414235,0.086602,0.519883,0.0,0.457072,0.0,0.444571,1.0
2023-02-06 14:11:32,0.0,0.478359,0.0,0.493087,0.510929,0.812417,0.0,0.474281,0.151421,0.559978,0.0,0.453893,0.086602,0.566325,0.0,0.501232,0.0,0.482853,1.0
2023-02-06 14:11:34,0.0,0.46102,0.0,0.462284,0.510929,0.776728,0.0,0.438171,0.151421,0.530415,0.0,0.427403,0.086602,0.536437,0.0,0.465528,0.0,0.455166,1.0
2023-02-06 14:11:36,0.0,0.447485,0.0,0.456742,0.510929,0.769078,0.0,0.437258,0.151421,0.524337,0.0,0.423396,0.086602,0.53006,0.0,0.468278,0.0,0.44701,1.0
2023-02-06 14:11:38,0.0,0.492279,0.0,0.50123,0.510929,0.823628,0.0,0.479048,0.151421,0.568772,0.0,0.461063,0.086602,0.575868,0.0,0.504523,0.0,0.492374,1.0
2023-02-06 14:11:40,0.0,0.450689,0.0,0.469691,0.510929,0.780011,0.0,0.454164,0.151421,0.533959,0.0,0.428904,0.086602,0.537398,0.0,0.472701,0.0,0.460269,1.0
2023-02-06 14:11:42,0.0,0.448985,0.0,0.478294,0.510929,0.787197,0.0,0.467698,0.151421,0.540557,0.0,0.433941,0.086602,0.5427,0.0,0.481768,0.0,0.467772,1.0
2023-02-06 14:11:44,0.0,0.488523,0.0,0.519058,0.510929,0.836579,0.0,0.506119,0.151421,0.580943,0.0,0.467741,0.086602,0.583846,0.0,0.514073,0.0,0.509064,1.0
2023-02-06 14:11:46,0.0,0.410351,0.0,0.446342,0.510929,0.744283,0.0,0.440758,0.151421,0.506272,0.0,0.402588,0.086602,0.505231,0.0,0.450029,0.0,0.436119,1.0
2023-02-06 14:11:48,0.0,0.403705,0.0,0.427646,0.510929,0.722882,0.0,0.416269,0.151421,0.488454,0.0,0.386321,0.086602,0.487502,0.0,0.424961,0.0,0.419212,1.0
2023-02-06 14:11:50,0.0,0.45761,0.0,0.477501,0.510929,0.789441,0.0,0.462244,0.151421,0.541771,0.0,0.43591,0.086602,0.545551,0.0,0.480818,0.0,0.467863,1.0
2023-02-06 14:11:52,0.0,0.459996,0.0,0.472137,0.510929,0.787232,0.0,0.453623,0.151421,0.538944,0.0,0.435475,0.086602,0.544828,0.0,0.480733,0.0,0.462524,1.0
2023-02-06 14:11:54,0.0,0.475141,0.0,0.474055,0.510929,0.792412,0.0,0.447837,0.151421,0.542497,0.0,0.438575,0.086602,0.550095,0.0,0.476174,0.0,0.464942,1.0
2023-02-06 14:11:56,0.0,0.446023,0.0,0.453112,0.510929,0.765102,0.0,0.433527,0.151421,0.520687,0.0,0.420616,0.086602,0.527109,0.0,0.464687,0.0,0.443884,1.0
2023-02-06 14:11:58,0.0,0.437671,0.0,0.443151,0.510929,0.750866,0.0,0.422132,0.151421,0.50924,0.0,0.408111,0.086602,0.513723,0.0,0.445416,0.0,0.434141,1.0
2023-02-06 14:12:00,0.0,0.460367,0.0,0.479896,0.510929,0.792735,0.0,0.464093,0.151421,0.544347,0.0,0.438152,0.086602,0.548289,0.0,0.482889,0.0,0.470263,1.0
2023-02-06 14:12:02,0.0,0.444048,0.0,0.476841,0.510929,0.784277,0.0,0.468366,0.151421,0.538698,0.0,0.431908,0.086602,0.53985,0.0,0.481283,0.0,0.467776,1.0
2023-02-06 14:12:04,0.0,0.463009,0.0,0.495531,0.510929,0.805296,0.0,0.48386,0.151421,0.556339,0.0,0.445365,0.086602,0.556917,0.0,0.489989,0.0,0.485477,1.0
2023-02-06 14:12:06,0.0,0.45544,0.0,0.496864,0.510929,0.806491,0.0,0.491798,0.151421,0.557738,0.0,0.448273,0.086602,0.558366,0.0,0.502367,0.0,0.488423,1.0
2023-02-06 14:12:08,0.0,0.410384,0.0,0.435438,0.510929,0.732348,0.0,0.423731,0.151421,0.496485,0.0,0.39353,0.086602,0.495591,0.0,0.433371,0.0,0.426503,1.0
2023-02-06 14:12:10,0.0,0.414,0.0,0.431941,0.510929,0.732232,0.0,0.418248,0.151421,0.495219,0.0,0.394355,0.086602,0.496557,0.0,0.435133,0.0,0.42336,1.0
2023-02-06 14:12:12,0.0,0.440509,0.0,0.450118,0.510929,0.760294,0.0,0.432114,0.151421,0.516627,0.0,0.415685,0.086602,0.521933,0.0,0.458509,0.0,0.441289,1.0
2023-02-06 14:12:14,0.0,0.439736,0.0,0.433045,0.510929,0.74228,0.0,0.405665,0.151421,0.500801,0.0,0.401498,0.086602,0.507322,0.0,0.432939,0.0,0.420619,1.0
2023-02-06 14:12:16,0.0,0.42369,0.0,0.425219,0.510929,0.732884,0.0,0.405558,0.151421,0.493278,0.0,0.396501,0.086602,0.499626,0.0,0.437448,0.0,0.417216,1.0
2023-02-06 14:12:18,0.0,0.453025,0.0,0.454061,0.510929,0.765942,0.0,0.429894,0.151421,0.52089,0.0,0.418795,0.086602,0.527109,0.0,0.454704,0.0,0.44144,1.0
2023-02-06 14:12:20,0.0,0.43387,0.0,0.452058,0.510929,0.757902,0.0,0.437089,0.151421,0.515958,0.0,0.412861,0.086602,0.518473,0.0,0.455066,0.0,0.442938,1.0
2023-02-06 14:12:22,0.0,0.373355,0.0,0.405515,0.510929,0.693936,0.0,0.401021,0.151421,0.465693,0.0,0.366797,0.086602,0.462392,0.0,0.411251,0.0,0.401894,1.0
2023-02-06 14:12:24,0.0,0.402125,0.0,0.436433,0.510929,0.727862,0.0,0.427419,0.151421,0.494752,0.0,0.39068,0.086602,0.491027,0.0,0.430679,0.0,0.426661,1.0
2023-02-06 14:12:26,0.0,0.414024,0.0,0.461003,0.510929,0.759502,0.0,0.461423,0.151421,0.520457,0.0,0.414965,0.086602,0.517541,0.0,0.4697,0.0,0.462208,1.0
2023-02-06 14:12:28,0.0,0.411058,0.0,0.440517,0.510929,0.736655,0.0,0.429691,0.151421,0.500668,0.0,0.39704,0.086602,0.498786,0.0,0.437834,0.0,0.430828,1.0
2023-02-06 14:12:30,0.0,0.433331,0.0,0.450953,0.510929,0.756594,0.0,0.436389,0.151421,0.514871,0.0,0.411918,0.086602,0.517367,0.0,0.454231,0.0,0.442301,1.0
2023-02-06 14:12:32,0.0,0.413839,0.0,0.417379,0.510929,0.721741,0.0,0.399308,0.151421,0.484372,0.0,0.386852,0.086602,0.48924,0.0,0.426042,0.0,0.409926,1.0
2023-02-06 14:12:34,0.0,0.440909,0.0,0.426156,0.510929,0.735845,0.0,0.394014,0.151421,0.494498,0.0,0.395301,0.086602,0.502271,0.0,0.421424,0.0,0.396216,1.0
